bundle_idx,origin_id,destination_id,node_id,point_number,point_type
27,211200112,483561169,144964080,7,other
27,211200112,483561169,918209348,8,other
27,211200112,483561169,918544568,9,other
27,211200112,483561169,53657788,10,other
27,211200112,483561169,211200112,11,origin
28,691582882,581313122,581313122,1,destination
28,691582882,581313122,230856687,2,other
28,691582882,581313122,918544568,3,other
28,691582882,581313122,53657788,4,other
28,691582882,581313122,188609814,5,other
28,691582882,581313122,672120753,6,other
28,691582882,581313122,144964080,7,other
28,691582882,581313122,918209348,8,other
28,691582882,581313122,918544568,9,other
28,691582882,581313122,53657788,10,other
28,691582882,581313122,691582882,11,origin
29,227473958,57844131,57844131,1,destination
29,227473958,57844131,230856687,2,other
29,227473958,57844131,145090883,3,other
29,227473958,57844131,387175347,4,other
29,227473958,57844131,227473958,5,origin
30,973186636,316419034,316419034,1,destination
30,973186636,316419034,918209348,2,other
30,973186636,316419034,832722601,3,other
30,973186636,316419034,387175347,4,other
30,973186636,316419034,973186636,5,origin
31,28049792,993578920,993578920,1,destination
31,28049792,993578920,230856687,2,other
31,28049792,993578920,918544568,3,other
31,28049792,993578920,53657788,4,other
31,28049792,993578920,188609814,5,other
31,28049792,993578920,672120753,6,other
31,28049792,993578920,144964080,7,other
31,28049792,993578920,918209348,8,other
31,28049792,993578920,832722601,9,other
31,28049792,993578920,387175347,10,other
31,28049792,993578920,28049792,11,origin
32,911087259,57844131,57844131,1,destination
32,911087259,57844131,230856687,2,other
32,911087259,57844131,918544568,3,other
32,911087259,57844131,53657788,4,other
32,911087259,57844131,188609814,5,other
32,911087259,57844131,672120753,6,other
32,911087259,57844131,144964080,7,other
32,911087259,57844131,918209348,8,other
32,911087259,57844131,918544568,9,other
32,911087259,57844131,53657788,10,other
32,911087259,57844131,911087259,11,origin
33,28049792,57844131,57844131,1,destination
33,28049792,57844131,230856687,2,other
33,28049792,57844131,918544568,3,other
33,28049792,57844131,53657788,4,other
33,28049792,57844131,188609814,5,other
33,28049792,57844131,832722601,6,other
33,28049792,57844131,387175347,7,other
33,28049792,57844131,28049792,8,origin
34,131570568,57844131,57844131,1,destination
34,131570568,57844131,230856687,2,other
34,131570568,57844131,918544568,3,other
34,131570568,57844131,53657788,4,other
34,131570568,57844131,188609814,5,other
34,131570568,57844131,672120753,6,other
34,131570568,57844131,144964080,7,other
34,131570568,57844131,918209348,8,other
34,131570568,57844131,918544568,9,other
34,131570568,57844131,53657788,10,other
34,131570568,57844131,131570568,11,origin
35,776622776,993578920,993578920,1,destination
35,776622776,993578920,230856687,2,other
35,776622776,993578920,918544568,3,other
35,776622776,993578920,53657788,4,other
35,776622776,993578920,188609814,5,other
35,776622776,993578920,832722601,6,other
35,776622776,993578920,387175347,7,other
35,776622776,993578920,776622776,8,origin
36,28049792,316419034,316419034,1,destination
36,28049792,316419034,230856687,2,other
36,28049792,316419034,918544568,3,other
36,28049792,316419034,53657788,4,other
36,28049792,316419034,188609814,5,other
36,28049792,316419034,672120753,6,other
36,28049792,316419034,144964080,7,other
36,28049792,316419034,918209348,8,other
36,28049792,316419034,832722601,9,other
36,28049792,316419034,387175347,10,other
36,28049792,316419034,28049792,11,origin
37,675618164,993578920,993578920,1,destination
37,675618164,993578920,230856687,2,other
37,675618164,993578920,918544568,3,other
37,675618164,993578920,53657788,4,other
37,675618164,993578920,188609814,5,other
37,675618164,993578920,672120753,6,other
37,675618164,993578920,144964080,7,other
37,675618164,993578920,918209348,8,other
37,675618164,993578920,918544568,9,other
37,675618164,993578920,53657788,10,other
37,675618164,993578920,675618164,11,origin
38,590063067,993578920,993578920,1,destination
38,590063067,993578920,230856687,2,other
38,590063067,993578920,918544568,3,other
38,590063067,993578920,53657788,4,other
38,590063067,993578920,188609814,5,other
38,590063067,993578920,832722601,6,other
38,590063067,993578920,387175347,7,other
38,590063067,993578920,590063067,8,origin
39,803454637,483561169,483561169,1,destination
39,803454637,483561169,918209348,2,other
39,803454637,483561169,832722601,3,other
39,803454637,483561169,387175347,4,other
39,803454637,483561169,803454637,5,origin
40,510226046,57844131,57844131,1,destination
40,510226046,57844131,230856687,2,other
40,510226046,57844131,918544568,3,other
40,510226046,57844131,53657788,4,other
40,510226046,57844131,188609814,5,other
40,510226046,57844131,832722601,6,other
40,510226046,57844131,387175347,7,other
40,510226046,57844131,510226046,8,origin
41,678462586,57844131,57844131,1,destination
41,678462586,57844131,230856687,2,other
41,678462586,57844131,190356345,3,other
41,678462586,57844131,107937641,4,other
41,678462586,57844131,678462586,5,origin
42,963128393,57844131,57844131,1,destination
42,963128393,57844131,230856687,2,other
42,963128393,57844131,918544568,3,other
42,963128393,57844131,53657788,4,other
42,963128393,57844131,188609814,5,other
42,963128393,57844131,672120753,6,other
42,963128393,57844131,144964080,7,other
42,963128393,57844131,918209348,8,other
42,963128393,57844131,918544568,9,other
42,963128393,57844131,53657788,10,other
42,963128393,57844131,963128393,11,origin
43,731584786,483561169,483561169,1,destination
43,731584786,483561169,230856687,2,other
43,731584786,483561169,918544568,3,other
43,731584786,483561169,53657788,4,other
43,731584786,483561169,188609814,5,other
43,731584786,483561169,672120753,6,other
43,731584786,483561169,144964080,7,other
43,731584786,483561169,918209348,8,other
43,731584786,483561169,918544568,9,other
43,731584786,483561169,53657788,10,other
43,731584786,483561169,731584786,11,origin
44,559786200,483561169,483561169,1,destination
44,559786200,483561169,230856687,2,other
44,559786200,483561169,918544568,3,other
44,559786200,483561169,53657788,4,other
44,559786200,483561169,188609814,5,other
44,559786200,483561169,832722601,6,other
44,559786200,483561169,387175347,7,other
44,559786200,483561169,559786200,8,origin
45,303114392,483561169,483561169,1,destination
45,303114392,483561169,230856687,2,other
45,303114392,483561169,918544568,3,other
45,303114392,483561169,53657788,4,other
45,303114392,483561169,188609814,5,other
45,303114392,483561169,832722601,6,other
45,303114392,483561169,387175347,7,other
45,303114392,483561169,303114392,8,origin
46,706093117,483561169,483561169,1,destination
46,706093117,483561169,230856687,2,other
46,706093117,483561169,918544568,3,other
46,706093117,483561169,53657788,4,other
46,706093117,483561169,188609814,5,other
46,706093117,483561169,672120753,6,other
46,706093117,483561169,144964080,7,other
46,706093117,483561169,918209348,8,other
46,706093117,483561169,918544568,9,other
46,706093117,483561169,53657788,10,other
46,706093117,483561169,706093117,11,origin
47,531723235,483561169,483561169,1,destination
47,531723235,483561169,230856687,2,other
47,531723235,483561169,918544568,3,other
47,531723235,483561169,53657788,4,other
47,531723235,483561169,188609814,5,other
47,531723235,483561169,832722601,6,other
47,531723235,483561169,387175347,7,other
47,531723235,483561169,531723235,8,origin
48,987033478,57844131,57844131,1,destination
48,987033478,57844131,230856687,2,other
48,987033478,57844131,918544568,3,other
48,987033478,57844131,53657788,4,other
48,987033478,57844131,188609814,5,other
48,987033478,57844131,672120753,6,other
48,987033478,57844131,144964080,7,other
48,987033478,57844131,987033478,8,origin
49,741870848,993578920,993578920,1,destination
49,741870848,993578920,230856687,2,other
49,741870848,993578920,918544568,3,other
49,741870848,993578920,53657788,4,other
49,741870848,993578920,188609814,5,other
49,741870848,993578920,672120753,6,other
49,741870848,993578920,144964080,7,other
49,741870848,993578920,918209348,8,other
49,741870848,993578920,918544568,9,other
49,741870848,993578920,53657788,10,other
49,741870848,993578920,741870848,11,origin
50,117724745,57844131,57844131,1,destination
50,117724745,57844131,230856687,2,other
50,117724745,57844131,918544568,3,other
50,117724745,57844131,53657788,4,other
50,117724745,57844131,188609814,5,other
50,117724745,57844131,672120753,6,other
50,117724745,57844131,144964080,7,other
50,117724745,57844131,918209348,8,other
50,117724745,57844131,918544568,9,other
50,117724745,57844131,53657788,10,other
50,117724745,57844131,117724745,11,origin
51,255866357,57844131,57844131,1,destination
51,255866357,57844131,918209348,2,other
51,255866357,57844131,832722601,3,other
51,255866357,57844131,387175347,4,other
51,255866357,57844131,255866357,5,origin
52,102977820,57844131,57844131,1,destination
52,102977820,57844131,230856687,2,other
52,102977820,57844131,918544568,3,other
52,102977820,57844131,53657788,4,other
52,102977820,57844131,188609814,5,other
52,102977820,57844131,672120753,6,other
52,102977820,57844131,144964080,7,other
52,102977820,57844131,918209348,8,other
52,102977820,57844131,918544568,9,other
52,102977820,57844131,53657788,10,other
52,102977820,57844131,102977820,11,origin
53,998838758,483561169,483561169,1,destination
53,998838758,483561169,230856687,2,other
53,998838758,483561169,918544568,3,other
53,998838758,483561169,53657788,4,other
53,998838758,483561169,188609814,5,other
53,998838758,483561169,672120753,6,other
53,998838758,483561169,144964080,7,other
53,998838758,483561169,918209348,8,other
53,998838758,483561169,918544568,9,other
53,998838758,483561169,53657788,10,other
53,998838758,483561169,998838758,11,origin
54,14377653,483561169,483561169,1,destination
54,14377653,483561169,230856687,2,other
54,14377653,483561169,918544568,3,other
54,14377653,483561169,53657788,4,other
54,14377653,483561169,188609814,5,other
54,14377653,483561169,672120753,6,other
54,14377653,483561169,144964080,7,other
54,14377653,483561169,918209348,8,other
54,14377653,483561169,918544568,9,other
54,14377653,483561169,53657788,10,other
54,14377653,483561169,14377653,11,origin
55,117724745,483561169,483561169,1,destination
55,117724745,483561169,230856687,2,other
55,117724745,483561169,918544568,3,other
55,117724745,483561169,53657788,4,other
55,117724745,483561169,188609814,5,other
55,117724745,483561169,672120753,6,other
55,117724745,483561169,144964080,7,other
55,117724745,483561169,918209348,8,other
55,117724745,483561169,918544568,9,other
55,117724745,483561169,53657788,10,other
55,117724745,483561169,117724745,11,origin
56,275066871,57844131,57844131,1,destination
56,275066871,57844131,230856687,2,other
56,275066871,57844131,918544568,3,other
56,275066871,57844131,53657788,4,other
56,275066871,57844131,188609814,5,other
56,275066871,57844131,832722601,6,other
56,275066871,57844131,387175347,7,other
56,275066871,57844131,275066871,8,origin
57,199726318,57844131,57844131,1,destination
57,199726318,57844131,230856687,2,other
57,199726318,57844131,918544568,3,other
57,199726318,57844131,53657788,4,other
57,199726318,57844131,188609814,5,other
57,199726318,57844131,672120753,6,other
57,199726318,57844131,144964080,7,other
57,199726318,57844131,918209348,8,other
57,199726318,57844131,918544568,9,other
57,199726318,57844131,53657788,10,other
57,199726318,57844131,199726318,11,origin
58,922418600,581313122,581313122,1,destination
58,922418600,581313122,20404874,2,other
58,922418600,581313122,145090883,3,other
58,922418600,581313122,387175347,4,other
58,922418600,581313122,922418600,5,origin
59,803454637,581313122,581313122,1,destination
59,803454637,581313122,20404874,2,other
59,803454637,581313122,145090883,3,other
59,803454637,581313122,387175347,4,other
59,803454637,581313122,803454637,5,origin
60,211284884,581313122,581313122,1,destination
60,211284884,581313122,230856687,2,other
60,211284884,581313122,918544568,3,other
60,211284884,581313122,53657788,4,other
60,211284884,581313122,188609814,5,other
60,211284884,581313122,672120753,6,other
60,211284884,581313122,144964080,7,other
60,211284884,581313122,918209348,8,other
60,211284884,581313122,918544568,9,other
60,211284884,581313122,53657788,10,other
60,211284884,581313122,211284884,11,origin
61,712152638,993578920,993578920,1,destination
61,712152638,993578920,230856687,2,other
61,712152638,993578920,918544568,3,other
61,712152638,993578920,53657788,4,other
61,712152638,993578920,188609814,5,other
61,712152638,993578920,672120753,6,other
61,712152638,993578920,144964080,7,other
61,712152638,993578920,918209348,8,other
61,712152638,993578920,918544568,9,other
61,712152638,993578920,53657788,10,other
61,712152638,993578920,712152638,11,origin
62,121955469,483561169,483561169,1,destination
62,121955469,483561169,230856687,2,other
62,121955469,483561169,145090883,3,other
62,121955469,483561169,387175347,4,other
62,121955469,483561169,121955469,5,origin
63,338772357,993578920,993578920,1,destination
63,338772357,993578920,918209348,2,other
63,338772357,993578920,832722601,3,other
63,338772357,993578920,387175347,4,other
63,338772357,993578920,338772357,5,origin
64,3654140,57844131,57844131,1,destination
64,3654140,57844131,230856687,2,other
64,3654140,57844131,918544568,3,other
64,3654140,57844131,53657788,4,other
64,3654140,57844131,188609814,5,other
64,3654140,57844131,672120753,6,other
64,3654140,57844131,144964080,7,other
64,3654140,57844131,918209348,8,other
64,3654140,57844131,918544568,9,other
64,3654140,57844131,53657788,10,other
64,3654140,57844131,3654140,11,origin
65,900362772,57844131,57844131,1,destination
65,900362772,57844131,230856687,2,other
65,900362772,57844131,918544568,3,other
65,900362772,57844131,53657788,4,other
65,900362772,57844131,188609814,5,other
65,900362772,57844131,672120753,6,other
65,900362772,57844131,144964080,7,other
65,900362772,57844131,918209348,8,other
65,900362772,57844131,918544568,9,other
65,900362772,57844131,53657788,10,other
65,900362772,57844131,900362772,11,origin
66,924045627,483561169,483561169,1,destination
66,924045627,483561169,230856687,2,other
66,924045627,483561169,190356345,3,other
66,924045627,483561169,107937641,4,other
66,924045627,483561169,924045627,5,origin
67,740030713,483561169,483561169,1,destination
67,740030713,483561169,230856687,2,other
67,740030713,483561169,918544568,3,other
67,740030713,483561169,53657788,4,other
67,740030713,483561169,188609814,5,other
67,740030713,483561169,832722601,6,other
67,740030713,483561169,387175347,7,other
67,740030713,483561169,740030713,8,origin
68,610023955,581313122,581313122,1,destination
68,610023955,581313122,230856687,2,other
68,610023955,581313122,918544568,3,other
68,610023955,581313122,53657788,4,other
68,610023955,581313122,188609814,5,other
68,610023955,581313122,672120753,6,other
68,610023955,581313122,144964080,7,other
68,610023955,581313122,918209348,8,other
68,610023955,581313122,918544568,9,other
68,610023955,581313122,53657788,10,other
68,610023955,581313122,610023955,11,origin
69,38077356,483561169,483561169,1,destination
69,38077356,483561169,230856687,2,other
69,38077356,483561169,918544568,3,other
69,38077356,483561169,53657788,4,other
69,38077356,483561169,188609814,5,other
69,38077356,483561169,672120753,6,other
69,38077356,483561169,144964080,7,other
69,38077356,483561169,918209348,8,other
69,38077356,483561169,918544568,9,other
69,38077356,483561169,53657788,10,other
69,38077356,483561169,38077356,11,origin
70,977818249,57844131,57844131,1,destination
70,977818249,57844131,230856687,2,other
70,977818249,57844131,918544568,3,other
70,977818249,57844131,53657788,4,other
70,977818249,57844131,188609814,5,other
70,977818249,57844131,672120753,6,other
70,977818249,57844131,144964080,7,other
70,977818249,57844131,918209348,8,other
70,977818249,57844131,918544568,9,other
70,977818249,57844131,53657788,10,other
70,977818249,57844131,977818249,11,origin
71,127079249,57844131,57844131,1,destination
71,127079249,57844131,918209348,2,other
71,127079249,57844131,832722601,3,other
71,127079249,57844131,387175347,4,other
71,127079249,57844131,127079249,5,origin
72,181867470,316419034,316419034,1,destination
72,181867470,316419034,230856687,2,other
72,181867470,316419034,918544568,3,other
72,181867470,316419034,53657788,4,other
72,181867470,316419034,188609814,5,other
72,181867470,316419034,672120753,6,other
72,181867470,316419034,144964080,7,other
72,181867470,316419034,918209348,8,other
72,181867470,316419034,918544568,9,other
72,181867470,316419034,53657788,10,other
72,181867470,316419034,181867470,11,origin
73,82395406,57844131,57844131,1,destination
73,82395406,57844131,918209348,2,other
73,82395406,57844131,832722601,3,other
73,82395406,57844131,387175347,4,other
73,82395406,57844131,82395406,5,origin
74,676086880,483561169,483561169,1,destination
74,676086880,483561169,230856687,2,other
74,676086880,483561169,918544568,3,other
74,676086880,483561169,53657788,4,other
74,676086880,483561169,188609814,5,other
74,676086880,483561169,832722601,6,other
74,676086880,483561169,387175347,7,other
74,676086880,483561169,676086880,8,origin
75,213341250,483561169,483561169,1,destination
75,213341250,483561169,230856687,2,other
75,213341250,483561169,918544568,3,other
75,213341250,483561169,53657788,4,other
75,213341250,483561169,188609814,5,other
75,213341250,483561169,672120753,6,other
75,213341250,483561169,144964080,7,other
75,213341250,483561169,918209348,8,other
75,213341250,483561169,918544568,9,other
75,213341250,483561169,53657788,10,other
75,213341250,483561169,213341250,11,origin
76,615472538,316419034,316419034,1,destination
76,615472538,316419034,230856687,2,other
76,615472538,316419034,918544568,3,other
76,615472538,316419034,53657788,4,other
76,615472538,316419034,188609814,5,other
76,615472538,316419034,672120753,6,other
76,615472538,316419034,144964080,7,other
76,615472538,316419034,918209348,8,other
76,615472538,316419034,918544568,9,other
76,615472538,316419034,53657788,10,other
76,615472538,316419034,615472538,11,origin
77,274312922,57844131,57844131,1,destination
77,274312922,57844131,230856687,2,other
77,274312922,57844131,918544568,3,other
77,274312922,57844131,53657788,4,other
77,274312922,57844131,188609814,5,other
77,274312922,57844131,832722601,6,other
77,274312922,57844131,387175347,7,other
77,274312922,57844131,274312922,8,origin
78,200624300,483561169,483561169,1,destination
78,200624300,483561169,230856687,2,other
78,200624300,483561169,918544568,3,other
78,200624300,483561169,53657788,4,other
78,200624300,483561169,188609814,5,other
78,200624300,483561169,832722601,6,other
78,200624300,483561169,387175347,7,other
78,200624300,483561169,200624300,8,origin
79,28049792,483561169,483561169,1,destination
79,28049792,483561169,230856687,2,other
79,28049792,483561169,918544568,3,other
79,28049792,483561169,53657788,4,other
79,28049792,483561169,188609814,5,other
79,28049792,483561169,672120753,6,other
79,28049792,483561169,144964080,7,other
79,28049792,483561169,918209348,8,other
79,28049792,483561169,832722601,9,other
79,28049792,483561169,387175347,10,other
79,28049792,483561169,28049792,11,origin
80,260110287,316419034,316419034,1,destination
80,260110287,316419034,230856687,2,other
80,260110287,316419034,918544568,3,other
80,260110287,316419034,53657788,4,other
80,260110287,316419034,188609814,5,other
80,260110287,316419034,832722601,6,other
80,260110287,316419034,387175347,7,other
80,260110287,316419034,260110287,8,origin
81,689282245,993578920,993578920,1,destination
81,689282245,993578920,918209348,2,other
81,689282245,993578920,832722601,3,other
81,689282245,993578920,387175347,4,other
81,689282245,993578920,689282245,5,origin
82,554579068,57844131,57844131,1,destination
82,554579068,57844131,230856687,2,other
82,554579068,57844131,918544568,3,other
82,554579068,57844131,53657788,4,other
82,554579068,57844131,188609814,5,other
82,554579068,57844131,672120753,6,other
82,554579068,57844131,144964080,7,other
82,554579068,57844131,554579068,8,origin
83,22051458,57844131,57844131,1,destination
83,22051458,57844131,230856687,2,other
83,22051458,57844131,918544568,3,other
83,22051458,57844131,53657788,4,other
83,22051458,57844131,188609814,5,other
83,22051458,57844131,672120753,6,other
83,22051458,57844131,144964080,7,other
83,22051458,57844131,918209348,8,other
83,22051458,57844131,918544568,9,other
83,22051458,57844131,53657788,10,other
83,22051458,57844131,22051458,11,origin
84,883666373,993578920,993578920,1,destination
84,883666373,993578920,230856687,2,other
84,883666373,993578920,918544568,3,other
84,883666373,993578920,53657788,4,other
84,883666373,993578920,188609814,5,other
84,883666373,993578920,672120753,6,other
84,883666373,993578920,144964080,7,other
84,883666373,993578920,918209348,8,other
84,883666373,993578920,832722601,9,other
84,883666373,993578920,387175347,10,other
84,883666373,993578920,883666373,11,origin
85,616867464,316419034,316419034,1,destination
85,616867464,316419034,230856687,2,other
85,616867464,316419034,918544568,3,other
85,616867464,316419034,53657788,4,other
85,616867464,316419034,188609814,5,other
85,616867464,316419034,672120753,6,other
85,616867464,316419034,144964080,7,other
85,616867464,316419034,918209348,8,other
85,616867464,316419034,918544568,9,other
85,616867464,316419034,53657788,10,other
85,616867464,316419034,616867464,11,origin
86,211284884,57844131,57844131,1,destination
86,211284884,57844131,230856687,2,other
86,211284884,57844131,918544568,3,other
86,211284884,57844131,53657788,4,other
86,211284884,57844131,188609814,5,other
86,211284884,57844131,672120753,6,other
86,211284884,57844131,144964080,7,other
86,211284884,57844131,918209348,8,other
86,211284884,57844131,918544568,9,other
86,211284884,57844131,53657788,10,other
86,211284884,57844131,211284884,11,origin
87,558937861,316419034,316419034,1,destination
87,558937861,316419034,230856687,2,other
87,558937861,316419034,918544568,3,other
87,558937861,316419034,53657788,4,other
87,558937861,316419034,188609814,5,other
87,558937861,316419034,832722601,6,other
