route_id,supplier_account,customer_account,point_account,point_number,point_type
49,467258853,993578920,993578920,1,plant
49,467258853,993578920,918209348,2,pod
49,467258853,993578920,832722601,3,pol
49,467258853,993578920,387175347,4,platform
49,467258853,993578920,467258853,5,supplier
50,923117674,993578920,993578920,1,plant
50,923117674,993578920,918209348,2,pod
50,923117674,993578920,918544568,3,pol
50,923117674,993578920,314585116,4,platform
50,923117674,993578920,923117674,5,supplier
51,910685645,993578920,993578920,1,plant
51,910685645,993578920,918209348,2,pod
51,910685645,993578920,832722601,3,pol
51,910685645,993578920,387175347,4,platform
51,910685645,993578920,910685645,5,supplier
52,211200112,483561169,483561169,1,plant
52,211200112,483561169,918209348,2,pod
52,211200112,483561169,918544568,3,pol
52,211200112,483561169,314585116,4,platform
52,211200112,483561169,163230001,5,platform
52,211200112,483561169,419974127,6,platform
52,211200112,483561169,211200112,7,supplier
53,181867470,581313122,581313122,1,plant
53,181867470,581313122,20404874,2,pod
53,181867470,581313122,918544568,3,pol
53,181867470,581313122,314585116,4,platform
53,181867470,581313122,163230001,5,platform
53,181867470,581313122,419974127,6,platform
53,181867470,581313122,181867470,7,supplier
54,468536876,483561169,483561169,1,plant
54,468536876,483561169,918209348,2,pod
54,468536876,483561169,918544568,3,pol
54,468536876,483561169,53657788,4,platform
54,468536876,483561169,468536876,5,supplier
55,275066871,483561169,483561169,1,plant
55,275066871,483561169,918209348,2,pod
55,275066871,483561169,832722601,3,pol
55,275066871,483561169,387175347,4,platform
55,275066871,483561169,275066871,5,supplier
56,559786200,483561169,483561169,1,plant
56,559786200,483561169,918209348,2,pod
56,559786200,483561169,832722601,3,pol
56,559786200,483561169,387175347,4,platform
56,559786200,483561169,559786200,5,supplier
57,776622776,993578920,993578920,1,plant
57,776622776,993578920,918209348,2,pod
57,776622776,993578920,832722601,3,pol
57,776622776,993578920,387175347,4,platform
57,776622776,993578920,776622776,5,supplier
58,590063067,993578920,993578920,1,plant
58,590063067,993578920,918209348,2,pod
58,590063067,993578920,832722601,3,pol
58,590063067,993578920,387175347,4,platform
58,590063067,993578920,590063067,5,supplier
59,411359761,993578920,993578920,1,plant
59,411359761,993578920,918209348,2,pod
59,411359761,993578920,918544568,3,pol
59,411359761,993578920,53657788,4,platform
59,411359761,993578920,853788440,5,platform
59,411359761,993578920,411359761,6,supplier
60,712152638,993578920,993578920,1,plant
60,712152638,993578920,918209348,2,pod
60,712152638,993578920,918544568,3,pol
60,712152638,993578920,53657788,4,platform
60,712152638,993578920,712152638,5,supplier
61,285117451,581313122,581313122,1,plant
61,285117451,581313122,20404874,2,pod
61,285117451,581313122,918544568,3,pol
61,285117451,581313122,53657788,4,platform
61,285117451,581313122,285117451,5,supplier
62,571395758,57844131,57844131,1,plant
62,571395758,57844131,918209348,2,pod
62,571395758,57844131,918544568,3,pol
62,571395758,57844131,53657788,4,platform
62,571395758,57844131,571395758,5,supplier
63,22051458,483561169,483561169,1,plant
63,22051458,483561169,918209348,2,pod
63,22051458,483561169,918544568,3,pol
63,22051458,483561169,314585116,4,platform
63,22051458,483561169,163230001,5,platform
63,22051458,483561169,419974127,6,platform
63,22051458,483561169,22051458,7,supplier
64,664615293,316419034,316419034,1,plant
64,664615293,316419034,918209348,2,pod
64,664615293,316419034,918544568,3,pol
64,664615293,316419034,53657788,4,platform
64,664615293,316419034,664615293,5,supplier
65,211284884,483561169,483561169,1,plant
65,211284884,483561169,918209348,2,pod
65,211284884,483561169,918544568,3,pol
65,211284884,483561169,314585116,4,platform
65,211284884,483561169,163230001,5,platform
65,211284884,483561169,419974127,6,platform
65,211284884,483561169,211284884,7,supplier
66,510226046,483561169,483561169,1,plant
66,510226046,483561169,918209348,2,pod
66,510226046,483561169,832722601,3,pol
66,510226046,483561169,387175347,4,platform
66,510226046,483561169,510226046,5,supplier
67,964369397,483561169,483561169,1,plant
67,964369397,483561169,918209348,2,pod
67,964369397,483561169,832722601,3,pol
67,964369397,483561169,387175347,4,platform
67,964369397,483561169,964369397,5,supplier
68,199726318,57844131,57844131,1,plant
68,199726318,57844131,918209348,2,pod
68,199726318,57844131,918544568,3,pol
68,199726318,57844131,314585116,4,platform
68,199726318,57844131,163230001,5,platform
68,199726318,57844131,199726318,6,supplier
69,761958479,483561169,483561169,1,plant
69,761958479,483561169,179552971,2,platform
69,761958479,483561169,761958479,3,supplier
70,551232467,993578920,993578920,1,plant
70,551232467,993578920,918209348,2,pod
70,551232467,993578920,918544568,3,pol
70,551232467,993578920,53657788,4,platform
70,551232467,993578920,551232467,5,supplier
71,689282245,993578920,993578920,1,plant
71,689282245,993578920,918209348,2,pod
71,689282245,993578920,918544568,3,pol
71,689282245,993578920,314585116,4,platform
71,689282245,993578920,689282245,5,supplier
72,121955469,483561169,483561169,1,plant
72,121955469,483561169,121955469,2,supplier
73,131570568,57844131,57844131,1,plant
73,131570568,57844131,918209348,2,pod
73,131570568,57844131,918544568,3,pol
73,131570568,57844131,314585116,4,platform
73,131570568,57844131,131570568,5,supplier
74,910685645,483561169,483561169,1,plant
74,910685645,483561169,918209348,2,pod
74,910685645,483561169,832722601,3,pol
74,910685645,483561169,387175347,4,platform
74,910685645,483561169,910685645,5,supplier
75,676086880,483561169,483561169,1,plant
75,676086880,483561169,918209348,2,pod
75,676086880,483561169,832722601,3,pol
75,676086880,483561169,387175347,4,platform
75,676086880,483561169,676086880,5,supplier
76,803454637,581313122,581313122,1,plant
76,803454637,581313122,20404874,2,pod
76,803454637,581313122,918544568,3,pol
76,803454637,581313122,314585116,4,platform
76,803454637,581313122,163230001,5,platform
76,803454637,581313122,419974127,6,platform
76,803454637,581313122,803454637,7,supplier
77,127079249,57844131,57844131,1,plant
77,127079249,57844131,918209348,2,pod
77,127079249,57844131,918544568,3,pol
77,127079249,57844131,53657788,4,platform
77,127079249,57844131,127079249,5,supplier
78,268579934,483561169,483561169,1,plant
78,268579934,483561169,918209348,2,pod
78,268579934,483561169,832722601,3,pol
78,268579934,483561169,387175347,4,platform
78,268579934,483561169,268579934,5,supplier
79,121955469,993578920,993578920,1,plant
79,121955469,993578920,918209348,2,pod
79,121955469,993578920,918544568,3,pol
79,121955469,993578920,314585116,4,platform
79,121955469,993578920,163230001,5,platform
79,121955469,993578920,121955469,6,supplier
80,25551986,483561169,483561169,1,plant
80,25551986,483561169,918209348,2,pod
80,25551986,483561169,832722601,3,pol
80,25551986,483561169,387175347,4,platform
80,25551986,483561169,25551986,5,supplier
81,213341250,57844131,57844131,1,plant
81,213341250,57844131,918209348,2,pod
81,213341250,57844131,918544568,3,pol
81,213341250,57844131,53657788,4,platform
81,213341250,57844131,853788440,5,platform
81,213341250,57844131,213341250,6,supplier
82,131570568,483561169,483561169,1,plant
82,131570568,483561169,918209348,2,pod
82,131570568,483561169,918544568,3,pol
82,131570568,483561169,314585116,4,platform
82,131570568,483561169,131570568,5,supplier
83,963128393,57844131,57844131,1,plant
83,963128393,57844131,918209348,2,pod
83,963128393,57844131,918544568,3,pol
83,963128393,57844131,314585116,4,platform
83,963128393,57844131,163230001,5,platform
83,963128393,57844131,419974127,6,platform
83,963128393,57844131,963128393,7,supplier
84,623887493,316419034,316419034,1,plant
84,623887493,316419034,918209348,2,pod
84,623887493,316419034,918544568,3,pol
84,623887493,316419034,53657788,4,platform
84,623887493,316419034,623887493,5,supplier
85,255866357,581313122,581313122,1,plant
85,255866357,581313122,20404874,2,pod
85,255866357,581313122,918544568,3,pol
85,255866357,581313122,53657788,4,platform
85,255866357,581313122,255866357,5,supplier
86,227473958,581313122,581313122,1,plant
86,227473958,581313122,20404874,2,pod
86,227473958,581313122,918544568,3,pol
86,227473958,581313122,53657788,4,platform
86,227473958,581313122,227473958,5,supplier
87,998838758,993578920,993578920,1,plant
87,998838758,993578920,918209348,2,pod
87,998838758,993578920,918544568,3,pol
87,998838758,993578920,314585116,4,platform
87,998838758,993578920,163230001,5,platform
87,998838758,993578920,419974127,6,platform
87,998838758,993578920,998838758,7,supplier
88,664615293,993578920,993578920,1,plant
88,664615293,993578920,918209348,2,pod
88,664615293,993578920,918544568,3,pol
88,664615293,993578920,53657788,4,platform
88,664615293,993578920,853788440,5,platform
88,664615293,993578920,664615293,6,supplier
89,97202959,483561169,483561169,1,plant
89,97202959,483561169,918209348,2,pod
89,97202959,483561169,832722601,3,pol
89,97202959,483561169,387175347,4,platform
89,97202959,483561169,97202959,5,supplier
90,725901106,483561169,483561169,1,plant
90,725901106,483561169,725901106,2,supplier
91,740030713,483561169,483561169,1,plant
91,740030713,483561169,918209348,2,pod
91,740030713,483561169,832722601,3,pol
91,740030713,483561169,387175347,4,platform
91,740030713,483561169,740030713,5,supplier
92,3654140,57844131,57844131,1,plant
92,3654140,57844131,918209348,2,pod
92,3654140,57844131,918544568,3,pol
92,3654140,57844131,53657788,4,platform
92,3654140,57844131,3654140,5,supplier
93,678462586,57844131,57844131,1,plant
93,678462586,57844131,678462586,2,supplier
94,21332992,57844131,57844131,1,plant
94,21332992,57844131,918209348,2,pod
94,21332992,57844131,918544568,3,pol
94,21332992,57844131,53657788,4,platform
94,21332992,57844131,853788440,5,platform
94,21332992,57844131,21332992,6,supplier
95,657538482,993578920,993578920,1,plant
95,657538482,993578920,918209348,2,pod
95,657538482,993578920,918544568,3,pol
95,657538482,993578920,53657788,4,platform
95,657538482,993578920,853788440,5,platform
95,657538482,993578920,657538482,6,supplier
96,3654140,483561169,483561169,1,plant
96,3654140,483561169,918209348,2,pod
96,3654140,483561169,918544568,3,pol
96,3654140,483561169,53657788,4,platform
96,3654140,483561169,3654140,5,supplier
97,520652348,57844131,57844131,1,plant
97,520652348,57844131,918209348,2,pod
97,520652348,57844131,918544568,3,pol
97,520652348,57844131,53657788,4,platform
97,520652348,57844131,520652348,5,supplier
98,468536876,57844131,57844131,1,plant
98,468536876,57844131,468536876,2,supplier
99,910685645,57844131,57844131,1,plant
99,910685645,57844131,918209348,2,pod
99,910685645,57844131,832722601,3,pol
99,910685645,57844131,387175347,4,platform
99,910685645,57844131,910685645,5,supplier
100,758193313,316419034,316419034,1,plant
100,758193313,316419034,758193313,2,supplier
101,513302459,316419034,316419034,1,plant
101,513302459,316419034,918209348,2,pod
101,513302459,316419034,918544568,3,pol
101,513302459,316419034,53657788,4,platform
101,513302459,316419034,853788440,5,platform
101,513302459,316419034,513302459,6,supplier
102,3654140,993578920,993578920,1,plant
102,3654140,993578920,918209348,2,pod
102,3654140,993578920,918544568,3,pol
102,3654140,993578920,314585116,4,platform
102,3654140,993578920,163230001,5,platform
102,3654140,993578920,419974127,6,platform
102,3654140,993578920,3654140,7,supplier
103,834078589,483561169,483561169,1,plant
103,834078589,483561169,918209348,2,pod
103,834078589,483561169,832722601,3,pol
103,834078589,483561169,387175347,4,platform
103,834078589,483561169,834078589,5,supplier
104,24534301,57844131,57844131,1,plant
104,24534301,57844131,918209348,2,pod
104,24534301,57844131,832722601,3,pol
104,24534301,57844131,387175347,4,platform
104,24534301,57844131,24534301,5,supplier
105,480500311,483561169,483561169,1,plant
105,480500311,483561169,918209348,2,pod
105,480500311,483561169,832722601,3,pol
105,480500311,483561169,387175347,4,platform
105,480500311,483561169,480500311,5,supplier
106,718365076,483561169,483561169,1,plant
106,718365076,483561169,918209348,2,pod
106,718365076,483561169,918544568,3,pol
106,718365076,483561169,314585116,4,platform
106,718365076,483561169,163230001,5,platform
106,718365076,483561169,419974127,6,platform
106,718365076,483561169,718365076,7,supplier
107,713150620,483561169,483561169,1,plant
107,713150620,483561169,179552971,2,platform
107,713150620,483561169,713150620,3,supplier
108,303114392,483561169,483561169,1,plant
108,303114392,483561169,918209348,2,pod
108,303114392,483561169,832722601,3,pol
108,303114392,483561169,387175347,4,platform
108,303114392,483561169,303114392,5,supplier
109,228466308,57844131,57844131,1,plant
109,228466308,57844131,228466308,2,supplier
110,510226046,993578920,993578920,1,plant
110,510226046,993578920,918209348,2,pod
110,510226046,993578920,832722601,3,pol
110,510226046,993578920,387175347,4,platform
110,510226046,993578920,510226046,5,supplier
111,153981703,483561169,483561169,1,plant
111,153981703,483561169,179552971,2,platform
111,153981703,483561169,153981703,3,supplier
112,590063067,483561169,483561169,1,plant
112,590063067,483561169,918209348,2,pod
112,590063067,483561169,832722601,3,pol
112,590063067,483561169,387175347,4,platform
112,590063067,483561169,590063067,5,supplier
113,591669998,316419034,316419034,1,plant
113,591669998,316419034,918209348,2,pod
113,591669998,316419034,832722601,3,pol
113,591669998,316419034,387175347,4,platform
113,591669998,316419034,591669998,5,supplier
114,1084956,316419034,316419034,1,plant
114,1084956,316419034,918209348,2,pod
114,1084956,316419034,832722601,3,pol
114,1084956,316419034,387175347,4,platform
114,1084956,316419034,1084956,5,supplier
115,922418600,581313122,581313122,1,plant
115,922418600,581313122,20404874,2,pod
115,922418600,581313122,918544568,3,pol
115,922418600,581313122,53657788,4,platform
115,922418600,581313122,922418600,5,supplier
116,712203973,316419034,316419034,1,plant
116,712203973,316419034,918209348,2,pod
116,712203973,316419034,918544568,3,pol
116,712203973,316419034,53657788,4,platform
116,712203973,316419034,712203973,5,supplier
117,917814316,316419034,316419034,1,plant
117,917814316,316419034,918209348,2,pod
117,917814316,316419034,832722601,3,pol
117,917814316,316419034,387175347,4,platform
117,917814316,316419034,917814316,5,supplier
118,462588445,316419034,316419034,1,plant
118,462588445,316419034,918209348,2,pod
118,462588445,316419034,918544568,3,pol
118,462588445,316419034,53657788,4,platform
118,462588445,316419034,462588445,5,supplier
119,248825544,316419034,316419034,1,plant
119,248825544,316419034,918209348,2,pod
119,248825544,316419034,918544568,3,pol
119,248825544,316419034,314585116,4,platform
119,248825544,316419034,163230001,5,platform
119,248825544,316419034,419974127,6,platform
119,248825544,316419034,248825544,7,supplier
120,362859666,316419034,316419034,1,plant
120,362859666,316419034,918209348,2,pod
120,362859666,316419034,918544568,3,pol
120,362859666,316419034,314585116,4,platform
120,362859666,316419034,163230001,5,platform
120,362859666,316419034,419974127,6,platform
120,362859666,316419034,362859666,7,supplier
121,950530832,316419034,316419034,1,plant
121,950530832,316419034,918209348,2,pod
121,950530832,316419034,918544568,3,pol
121,950530832,316419034,53657788,4,platform
121,950530832,316419034,950530832,5,supplier
122,689282245,581313122,581313122,1,plant
122,689282245,581313122,20404874,2,pod
122,689282245,581313122,918544568,3,pol
122,689282245,581313122,314585116,4,platform
122,689282245,581313122,689282245,5,supplier
123,995389961,581313122,581313122,1,plant
123,995389961,581313122,20404874,2,pod
123,995389961,581313122,918544568,3,pol
123,995389961,581313122,314585116,4,platform
123,995389961,581313122,163230001,5,platform
123,995389961,581313122,419974127,6,platform
123,995389961,581313122,995389961,7,supplier
124,974574588,581313122,581313122,1,plant
124,974574588,581313122,20404874,2,pod
124,974574588,581313122,918544568,3,pol
124,974574588,581313122,53657788,4,platform
124,974574588,581313122,974574588,5,supplier
125,392558375,57844131,57844131,1,plant
125,392558375,57844131,918209348,2,pod
125,392558375,57844131,832722601,3,pol
125,392558375,57844131,387175347,4,platform
125,392558375,57844131,392558375,5,supplier
126,803454637,483561169,483561169,1,plant
126,803454637,483561169,803454637,2,supplier
127,171648541,581313122,581313122,1,plant
127,171648541,581313122,20404874,2,pod
127,171648541,581313122,918544568,3,pol
127,171648541,581313122,53657788,4,platform
127,171648541,581313122,853788440,5,platform
127,171648541,581313122,171648541,6,supplier
128,634932056,316419034,316419034,1,plant
128,634932056,316419034,179552971,2,platform
128,634932056,316419034,634932056,3,supplier
129,67201145,57844131,57844131,1,plant
129,67201145,57844131,918209348,2,pod
129,67201145,57844131,918544568,3,pol
129,67201145,57844131,53657788,4,platform
129,67201145,57844131,67201145,5,supplier
130,204162288,316419034,316419034,1,plant
130,204162288,316419034,918209348,2,pod
130,204162288,316419034,918544568,3,pol
130,204162288,316419034,53657788,4,platform
130,204162288,316419034,204162288,5,supplier
131,190302748,993578920,993578920,1,plant
131,190302748,993578920,918209348,2,pod
131,190302748,993578920,832722601,3,pol
131,190302748,993578920,387175347,4,platform
131,190302748,993578920,190302748,5,supplier
132,898547566,57844131,57844131,1,plant
132,898547566,57844131,898547566,2,supplier
133,169204952,483561169,483561169,1,plant
133,169204952,483561169,918209348,2,pod
133,169204952,483561169,918544568,3,pol
133,169204952,483561169,53657788,4,platform
133,169204952,483561169,853788440,5,platform
133,169204952,483561169,169204952,6,supplier
134,298165647,316419034,316419034,1,plant
134,298165647,316419034,918209348,2,pod
134,298165647,316419034,832722601,3,pol
134,298165647,316419034,387175347,4,platform
134,298165647,316419034,298165647,5,supplier
135,131570568,316419034,316419034,1,plant
135,131570568,316419034,918209348,2,pod
135,131570568,316419034,918544568,3,pol
135,131570568,316419034,314585116,4,platform
135,131570568,316419034,131570568,5,supplier
136,446680672,316419034,316419034,1,plant
136,446680672,316419034,918209348,2,pod
136,446680672,316419034,832722601,3,pol
136,446680672,316419034,387175347,4,platform
136,446680672,316419034,446680672,5,supplier
137,391949991,316419034,316419034,1,plant
137,391949991,316419034,918209348,2,pod
137,391949991,316419034,832722601,3,pol
137,391949991,316419034,387175347,4,platform
137,391949991,316419034,391949991,5,supplier
138,614789091,316419034,316419034,1,plant
138,614789091,316419034,918209348,2,pod
138,614789091,316419034,832722601,3,pol
138,614789091,316419034,387175347,4,platform
138,614789091,316419034,614789091,5,supplier
139,31326096,316419034,316419034,1,plant
139,31326096,316419034,31326096,2,supplier
140,377058569,57844131,57844131,1,plant
140,377058569,57844131,918209348,2,pod
140,377058569,57844131,832722601,3,pol
140,377058569,57844131,387175347,4,platform
140,377058569,57844131,377058569,5,supplier
141,798682395,57844131,57844131,1,plant
141,798682395,57844131,798682395,2,supplier
142,803454637,57844131,57844131,1,plant
142,803454637,57844131,803454637,2,supplier
143,492762922,57844131,57844131,1,plant
143,492762922,57844131,918209348,2,pod
143,492762922,57844131,918544568,3,pol
143,492762922,57844131,53657788,4,platform
143,492762922,57844131,492762922,5,supplier
144,492762922,483561169,483561169,1,plant
144,492762922,483561169,918209348,2,pod
144,492762922,483561169,918544568,3,pol
144,492762922,483561169,53657788,4,platform
144,492762922,483561169,492762922,5,supplier
145,955465255,993578920,993578920,1,plant
145,955465255,993578920,918209348,2,pod
145,955465255,993578920,832722601,3,pol
145,955465255,993578920,387175347,4,platform
145,955465255,993578920,955465255,5,supplier
