route_id,supplier_account,customer_account,point_account,point_number,point_type
146,884040182,483561169,483561169,1,plant
146,884040182,483561169,918209348,2,pod
146,884040182,483561169,832722601,3,pol
146,884040182,483561169,387175347,4,platform
146,884040182,483561169,884040182,5,supplier
147,338772357,993578920,993578920,1,plant
147,338772357,993578920,338772357,2,supplier
148,689282245,483561169,483561169,1,plant
148,689282245,483561169,689282245,2,supplier
149,118102386,483561169,483561169,1,plant
149,118102386,483561169,918209348,2,pod
149,118102386,483561169,832722601,3,pol
149,118102386,483561169,387175347,4,platform
149,118102386,483561169,118102386,5,supplier
150,924045627,483561169,483561169,1,plant
150,924045627,483561169,924045627,2,supplier
151,554579068,57844131,57844131,1,plant
151,554579068,57844131,554579068,2,supplier
152,84357455,57844131,57844131,1,plant
152,84357455,57844131,84357455,2,supplier
153,559786200,57844131,57844131,1,plant
153,559786200,57844131,918209348,2,pod
153,559786200,57844131,832722601,3,pol
153,559786200,57844131,387175347,4,platform
153,559786200,57844131,559786200,5,supplier
154,590063067,57844131,57844131,1,plant
154,590063067,57844131,918209348,2,pod
154,590063067,57844131,832722601,3,pol
154,590063067,57844131,387175347,4,platform
154,590063067,57844131,590063067,5,supplier
155,631877779,57844131,57844131,1,plant
155,631877779,57844131,918209348,2,pod
155,631877779,57844131,918544568,3,pol
155,631877779,57844131,53657788,4,platform
155,631877779,57844131,631877779,5,supplier
156,32619691,57844131,57844131,1,plant
156,32619691,57844131,918209348,2,pod
156,32619691,57844131,918544568,3,pol
156,32619691,57844131,53657788,4,platform
156,32619691,57844131,32619691,5,supplier
157,898547566,483561169,483561169,1,plant
157,898547566,483561169,898547566,2,supplier
158,190302748,483561169,483561169,1,plant
158,190302748,483561169,918209348,2,pod
158,190302748,483561169,832722601,3,pol
158,190302748,483561169,387175347,4,platform
158,190302748,483561169,190302748,5,supplier
159,23825139,993578920,993578920,1,plant
159,23825139,993578920,918209348,2,pod
159,23825139,993578920,832722601,3,pol
159,23825139,993578920,387175347,4,platform
159,23825139,993578920,23825139,5,supplier
160,169204952,57844131,57844131,1,plant
160,169204952,57844131,918209348,2,pod
160,169204952,57844131,918544568,3,pol
160,169204952,57844131,53657788,4,platform
160,169204952,57844131,169204952,5,supplier
161,973772572,57844131,57844131,1,plant
161,973772572,57844131,918209348,2,pod
161,973772572,57844131,918544568,3,pol
161,973772572,57844131,53657788,4,platform
161,973772572,57844131,853788440,5,platform
161,973772572,57844131,973772572,6,supplier
162,102977820,57844131,57844131,1,plant
162,102977820,57844131,918209348,2,pod
162,102977820,57844131,918544568,3,pol
162,102977820,57844131,53657788,4,platform
162,102977820,57844131,102977820,5,supplier
163,208828565,483561169,483561169,1,plant
163,208828565,483561169,918209348,2,pod
163,208828565,483561169,832722601,3,pol
163,208828565,483561169,387175347,4,platform
163,208828565,483561169,208828565,5,supplier
164,340031626,57844131,57844131,1,plant
164,340031626,57844131,340031626,2,supplier
165,974574588,483561169,483561169,1,plant
165,974574588,483561169,918209348,2,pod
165,974574588,483561169,918544568,3,pol
165,974574588,483561169,53657788,4,platform
165,974574588,483561169,974574588,5,supplier
166,838235273,993578920,993578920,1,plant
166,838235273,993578920,918209348,2,pod
166,838235273,993578920,832722601,3,pol
166,838235273,993578920,387175347,4,platform
166,838235273,993578920,838235273,5,supplier
167,461266979,316419034,316419034,1,plant
167,461266979,316419034,918209348,2,pod
167,461266979,316419034,918544568,3,pol
167,461266979,316419034,314585116,4,platform
167,461266979,316419034,163230001,5,platform
167,461266979,316419034,419974127,6,platform
167,461266979,316419034,461266979,7,supplier
168,248370194,57844131,57844131,1,plant
168,248370194,57844131,918209348,2,pod
168,248370194,57844131,918544568,3,pol
168,248370194,57844131,53657788,4,platform
168,248370194,57844131,248370194,5,supplier
169,713150620,57844131,57844131,1,plant
169,713150620,57844131,713150620,2,supplier
170,558937861,483561169,483561169,1,plant
170,558937861,483561169,918209348,2,pod
170,558937861,483561169,832722601,3,pol
170,558937861,483561169,387175347,4,platform
170,558937861,483561169,558937861,5,supplier
171,405864589,316419034,316419034,1,plant
171,405864589,316419034,918209348,2,pod
171,405864589,316419034,918544568,3,pol
171,405864589,316419034,53657788,4,platform
171,405864589,316419034,405864589,5,supplier
172,260110287,316419034,316419034,1,plant
172,260110287,316419034,918209348,2,pod
172,260110287,316419034,832722601,3,pol
172,260110287,316419034,387175347,4,platform
172,260110287,316419034,260110287,5,supplier
173,465126890,316419034,316419034,1,plant
173,465126890,316419034,465126890,2,supplier
174,689282245,316419034,316419034,1,plant
174,689282245,316419034,689282245,2,supplier
175,38077356,483561169,483561169,1,plant
175,38077356,483561169,918209348,2,pod
175,38077356,483561169,918544568,3,pol
175,38077356,483561169,53657788,4,platform
175,38077356,483561169,38077356,5,supplier
176,13452006,57844131,57844131,1,plant
176,13452006,57844131,918209348,2,pod
176,13452006,57844131,832722601,3,pol
176,13452006,57844131,387175347,4,platform
176,13452006,57844131,13452006,5,supplier
177,992268167,57844131,57844131,1,plant
177,992268167,57844131,918209348,2,pod
177,992268167,57844131,832722601,3,pol
177,992268167,57844131,387175347,4,platform
177,992268167,57844131,992268167,5,supplier
178,662491052,316419034,316419034,1,plant
178,662491052,316419034,918209348,2,pod
178,662491052,316419034,832722601,3,pol
178,662491052,316419034,387175347,4,platform
178,662491052,316419034,662491052,5,supplier
179,510226046,57844131,57844131,1,plant
179,510226046,57844131,918209348,2,pod
179,510226046,57844131,832722601,3,pol
179,510226046,57844131,387175347,4,platform
179,510226046,57844131,510226046,5,supplier
180,928059592,993578920,993578920,1,plant
180,928059592,993578920,918209348,2,pod
180,928059592,993578920,918544568,3,pol
180,928059592,993578920,53657788,4,platform
180,928059592,993578920,928059592,5,supplier
181,834078589,57844131,57844131,1,plant
181,834078589,57844131,918209348,2,pod
181,834078589,57844131,832722601,3,pol
181,834078589,57844131,387175347,4,platform
181,834078589,57844131,834078589,5,supplier
182,973186636,316419034,316419034,1,plant
182,973186636,316419034,973186636,2,supplier
183,495305457,483561169,483561169,1,plant
183,495305457,483561169,918209348,2,pod
183,495305457,483561169,832722601,3,pol
183,495305457,483561169,387175347,4,platform
183,495305457,483561169,495305457,5,supplier
184,643019535,316419034,316419034,1,plant
184,643019535,316419034,918209348,2,pod
184,643019535,316419034,918544568,3,pol
184,643019535,316419034,53657788,4,platform
184,643019535,316419034,643019535,5,supplier
185,706093117,483561169,483561169,1,plant
185,706093117,483561169,918209348,2,pod
185,706093117,483561169,918544568,3,pol
185,706093117,483561169,53657788,4,platform
185,706093117,483561169,853788440,5,platform
185,706093117,483561169,706093117,6,supplier
186,581456121,581313122,581313122,1,plant
186,581456121,581313122,581456121,2,supplier
187,127079249,483561169,483561169,1,plant
187,127079249,483561169,918209348,2,pod
187,127079249,483561169,918544568,3,pol
187,127079249,483561169,53657788,4,platform
187,127079249,483561169,127079249,5,supplier
188,902154544,483561169,483561169,1,plant
188,902154544,483561169,902154544,2,supplier
189,255866357,483561169,483561169,1,plant
189,255866357,483561169,918209348,2,pod
189,255866357,483561169,918544568,3,pol
189,255866357,483561169,53657788,4,platform
189,255866357,483561169,255866357,5,supplier
190,597320442,57844131,57844131,1,plant
190,597320442,57844131,918209348,2,pod
190,597320442,57844131,918544568,3,pol
190,597320442,57844131,53657788,4,platform
190,597320442,57844131,597320442,5,supplier
191,340031626,993578920,993578920,1,plant
191,340031626,993578920,918209348,2,pod
191,340031626,993578920,918544568,3,pol
191,340031626,993578920,314585116,4,platform
191,340031626,993578920,340031626,5,supplier
192,28049792,57844131,57844131,1,plant
192,28049792,57844131,918209348,2,pod
192,28049792,57844131,832722601,3,pol
192,28049792,57844131,387175347,4,platform
192,28049792,57844131,28049792,5,supplier
193,462588445,581313122,581313122,1,plant
193,462588445,581313122,20404874,2,pod
193,462588445,581313122,918544568,3,pol
193,462588445,581313122,53657788,4,platform
193,462588445,581313122,462588445,5,supplier
194,578014259,316419034,316419034,1,plant
194,578014259,316419034,918209348,2,pod
194,578014259,316419034,918544568,3,pol
194,578014259,316419034,53657788,4,platform
194,578014259,316419034,578014259,5,supplier
195,902154544,57844131,57844131,1,plant
195,902154544,57844131,918209348,2,pod
195,902154544,57844131,918544568,3,pol
195,902154544,57844131,53657788,4,platform
195,902154544,57844131,902154544,5,supplier
196,475703713,316419034,316419034,1,plant
196,475703713,316419034,918209348,2,pod
196,475703713,316419034,918544568,3,pol
196,475703713,316419034,53657788,4,platform
196,475703713,316419034,475703713,5,supplier
197,558937861,316419034,316419034,1,plant
197,558937861,316419034,918209348,2,pod
197,558937861,316419034,832722601,3,pol
197,558937861,316419034,387175347,4,platform
197,558937861,316419034,558937861,5,supplier
198,982948040,316419034,316419034,1,plant
198,982948040,316419034,918209348,2,pod
198,982948040,316419034,832722601,3,pol
198,982948040,316419034,387175347,4,platform
198,982948040,316419034,982948040,5,supplier
199,731584786,483561169,483561169,1,plant
199,731584786,483561169,918209348,2,pod
199,731584786,483561169,918544568,3,pol
199,731584786,483561169,53657788,4,platform
199,731584786,483561169,853788440,5,platform
199,731584786,483561169,731584786,6,supplier
200,987033478,57844131,57844131,1,plant
200,987033478,57844131,987033478,2,supplier
201,314465644,483561169,483561169,1,plant
201,314465644,483561169,918209348,2,pod
201,314465644,483561169,832722601,3,pol
201,314465644,483561169,387175347,4,platform
201,314465644,483561169,314465644,5,supplier
202,227473958,483561169,483561169,1,plant
202,227473958,483561169,918209348,2,pod
202,227473958,483561169,918544568,3,pol
202,227473958,483561169,53657788,4,platform
202,227473958,483561169,227473958,5,supplier
203,839969999,581313122,581313122,1,plant
203,839969999,581313122,20404874,2,pod
203,839969999,581313122,918544568,3,pol
203,839969999,581313122,53657788,4,platform
203,839969999,581313122,839969999,5,supplier
204,636363370,316419034,316419034,1,plant
204,636363370,316419034,918209348,2,pod
204,636363370,316419034,832722601,3,pol
204,636363370,316419034,387175347,4,platform
204,636363370,316419034,636363370,5,supplier
205,804581655,483561169,483561169,1,plant
205,804581655,483561169,804581655,2,supplier
206,28049792,581313122,581313122,1,plant
206,28049792,581313122,20404874,2,pod
206,28049792,581313122,918544568,3,pol
206,28049792,581313122,53657788,4,platform
206,28049792,581313122,188609814,5,pod
206,28049792,581313122,832722601,6,pol
206,28049792,581313122,387175347,7,platform
206,28049792,581313122,28049792,8,supplier
207,616867464,316419034,316419034,1,plant
207,616867464,316419034,918209348,2,pod
207,616867464,316419034,918544568,3,pol
207,616867464,316419034,314585116,4,platform
207,616867464,316419034,163230001,5,platform
207,616867464,316419034,616867464,6,supplier
208,592782420,483561169,483561169,1,plant
208,592782420,483561169,592782420,2,supplier
209,592782420,57844131,57844131,1,plant
209,592782420,57844131,592782420,2,supplier
210,675618164,993578920,993578920,1,plant
210,675618164,993578920,918209348,2,pod
210,675618164,993578920,918544568,3,pol
210,675618164,993578920,53657788,4,platform
210,675618164,993578920,853788440,5,platform
210,675618164,993578920,675618164,6,supplier
211,213341250,483561169,483561169,1,plant
211,213341250,483561169,918209348,2,pod
211,213341250,483561169,918544568,3,pol
211,213341250,483561169,53657788,4,platform
211,213341250,483561169,853788440,5,platform
211,213341250,483561169,213341250,6,supplier
212,185152967,483561169,483561169,1,plant
212,185152967,483561169,918209348,2,pod
212,185152967,483561169,832722601,3,pol
212,185152967,483561169,387175347,4,platform
212,185152967,483561169,185152967,5,supplier
213,784842209,57844131,57844131,1,plant
213,784842209,57844131,784842209,2,supplier
214,23825139,483561169,483561169,1,plant
214,23825139,483561169,918209348,2,pod
214,23825139,483561169,832722601,3,pol
214,23825139,483561169,387175347,4,platform
214,23825139,483561169,23825139,5,supplier
215,604996203,483561169,483561169,1,plant
215,604996203,483561169,604996203,2,supplier
216,534433253,57844131,57844131,1,plant
216,534433253,57844131,534433253,2,supplier
217,82395406,57844131,57844131,1,plant
217,82395406,57844131,82395406,2,supplier
218,571793493,57844131,57844131,1,plant
218,571793493,57844131,571793493,2,supplier
219,208759037,483561169,483561169,1,plant
219,208759037,483561169,918209348,2,pod
219,208759037,483561169,918544568,3,pol
219,208759037,483561169,314585116,4,platform
219,208759037,483561169,163230001,5,platform
219,208759037,483561169,419974127,6,platform
219,208759037,483561169,208759037,7,supplier
220,963128393,316419034,316419034,1,plant
220,963128393,316419034,918209348,2,pod
220,963128393,316419034,918544568,3,pol
220,963128393,316419034,314585116,4,platform
220,963128393,316419034,163230001,5,platform
220,963128393,316419034,419974127,6,platform
220,963128393,316419034,963128393,7,supplier
221,747625040,483561169,483561169,1,plant
221,747625040,483561169,918209348,2,pod
221,747625040,483561169,918544568,3,pol
221,747625040,483561169,314585116,4,platform
221,747625040,483561169,163230001,5,platform
221,747625040,483561169,747625040,6,supplier
222,923117674,57844131,57844131,1,plant
222,923117674,57844131,918209348,2,pod
222,923117674,57844131,918544568,3,pol
222,923117674,57844131,314585116,4,platform
222,923117674,57844131,923117674,5,supplier
223,239387345,57844131,57844131,1,plant
223,239387345,57844131,918209348,2,pod
223,239387345,57844131,918544568,3,pol
223,239387345,57844131,314585116,4,platform
223,239387345,57844131,163230001,5,platform
223,239387345,57844131,419974127,6,platform
223,239387345,57844131,239387345,7,supplier
224,289702005,581313122,581313122,1,plant
224,289702005,581313122,20404874,2,pod
224,289702005,581313122,918544568,3,pol
224,289702005,581313122,314585116,4,platform
224,289702005,581313122,163230001,5,platform
224,289702005,581313122,289702005,6,supplier
225,513075653,993578920,993578920,1,plant
225,513075653,993578920,918209348,2,pod
225,513075653,993578920,832722601,3,pol
225,513075653,993578920,387175347,4,platform
225,513075653,993578920,180858621,5,platform
225,513075653,993578920,513075653,6,supplier
226,211200112,57844131,57844131,1,plant
226,211200112,57844131,918209348,2,pod
226,211200112,57844131,918544568,3,pol
226,211200112,57844131,314585116,4,platform
226,211200112,57844131,163230001,5,platform
226,211200112,57844131,419974127,6,platform
226,211200112,57844131,211200112,7,supplier
227,826976899,57844131,57844131,1,plant
227,826976899,57844131,918209348,2,pod
227,826976899,57844131,918544568,3,pol
227,826976899,57844131,314585116,4,platform
227,826976899,57844131,163230001,5,platform
227,826976899,57844131,826976899,6,supplier
228,741870848,993578920,993578920,1,plant
228,741870848,993578920,918209348,2,pod
228,741870848,993578920,918544568,3,pol
228,741870848,993578920,314585116,4,platform
228,741870848,993578920,163230001,5,platform
228,741870848,993578920,741870848,6,supplier
229,117724745,57844131,57844131,1,plant
229,117724745,57844131,918209348,2,pod
229,117724745,57844131,918544568,3,pol
229,117724745,57844131,314585116,4,platform
229,117724745,57844131,163230001,5,platform
229,117724745,57844131,419974127,6,platform
229,117724745,57844131,117724745,7,supplier
230,239387345,483561169,483561169,1,plant
230,239387345,483561169,918209348,2,pod
230,239387345,483561169,918544568,3,pol
230,239387345,483561169,314585116,4,platform
230,239387345,483561169,163230001,5,platform
230,239387345,483561169,419974127,6,platform
230,239387345,483561169,239387345,7,supplier
231,181867470,316419034,316419034,1,plant
231,181867470,316419034,918209348,2,pod
231,181867470,316419034,918544568,3,pol
231,181867470,316419034,314585116,4,platform
231,181867470,316419034,163230001,5,platform
231,181867470,316419034,419974127,6,platform
231,181867470,316419034,181867470,7,supplier
232,513075653,57844131,57844131,1,plant
232,513075653,57844131,918209348,2,pod
232,513075653,57844131,832722601,3,pol
232,513075653,57844131,387175347,4,platform
232,513075653,57844131,180858621,5,platform
232,513075653,57844131,513075653,6,supplier
233,931784133,581313122,581313122,1,plant
233,931784133,581313122,20404874,2,pod
233,931784133,581313122,918544568,3,pol
233,931784133,581313122,314585116,4,platform
233,931784133,581313122,163230001,5,platform
233,931784133,581313122,419974127,6,platform
233,931784133,581313122,931784133,7,supplier
234,631877779,993578920,993578920,1,plant
234,631877779,993578920,918209348,2,pod
234,631877779,993578920,918544568,3,pol
234,631877779,993578920,53657788,4,platform
234,631877779,993578920,631877779,5,supplier
235,22051458,57844131,57844131,1,plant
235,22051458,57844131,918209348,2,pod
235,22051458,57844131,918544568,3,pol
235,22051458,57844131,314585116,4,platform
235,22051458,57844131,163230001,5,platform
235,22051458,57844131,419974127,6,platform
235,22051458,57844131,22051458,7,supplier
236,679636403,316419034,316419034,1,plant
236,679636403,316419034,918209348,2,pod
236,679636403,316419034,832722601,3,pol
236,679636403,316419034,387175347,4,platform
236,679636403,316419034,679636403,5,supplier
237,603627509,993578920,993578920,1,plant
237,603627509,993578920,918209348,2,pod
237,603627509,993578920,918544568,3,pol
237,603627509,993578920,314585116,4,platform
237,603627509,993578920,163230001,5,platform
237,603627509,993578920,603627509,6,supplier
238,662491052,57844131,57844131,1,plant
238,662491052,57844131,918209348,2,pod
238,662491052,57844131,832722601,3,pol
238,662491052,57844131,387175347,4,platform
238,662491052,57844131,662491052,5,supplier
239,137305128,316419034,316419034,1,plant
239,137305128,316419034,918209348,2,pod
239,137305128,316419034,918544568,3,pol
239,137305128,316419034,53657788,4,platform
239,137305128,316419034,137305128,5,supplier
240,199726318,483561169,483561169,1,plant
240,199726318,483561169,918209348,2,pod
240,199726318,483561169,918544568,3,pol
240,199726318,483561169,314585116,4,platform
240,199726318,483561169,163230001,5,platform
240,199726318,483561169,199726318,6,supplier
241,998838758,483561169,483561169,1,plant
241,998838758,483561169,918209348,2,pod
241,998838758,483561169,918544568,3,pol
241,998838758,483561169,314585116,4,platform
241,998838758,483561169,163230001,5,platform
241,998838758,483561169,419974127,6,platform
241,998838758,483561169,998838758,7,supplier
242,740030713,993578920,993578920,1,plant
242,740030713,993578920,918209348,2,pod
242,740030713,993578920,832722601,3,pol
242,740030713,993578920,387175347,4,platform
242,740030713,993578920,740030713,5,supplier
243,440088115,316419034,316419034,1,plant
243,440088115,316419034,918209348,2,pod
243,440088115,316419034,832722601,3,pol
243,440088115,316419034,387175347,4,platform
243,440088115,316419034,180858621,5,platform
243,440088115,316419034,440088115,6,supplier
244,220615689,316419034,316419034,1,plant
244,220615689,316419034,918209348,2,pod
244,220615689,316419034,918544568,3,pol
244,220615689,316419034,314585116,4,platform
244,220615689,316419034,163230001,5,platform
244,220615689,316419034,220615689,6,supplier
245,274312922,316419034,316419034,1,plant
245,274312922,316419034,918209348,2,pod
245,274312922,316419034,832722601,3,pol
245,274312922,316419034,387175347,4,platform
245,274312922,316419034,274312922,5,supplier
246,274312922,483561169,483561169,1,plant
246,274312922,483561169,918209348,2,pod
246,274312922,483561169,832722601,3,pol
246,274312922,483561169,387175347,4,platform
246,274312922,483561169,274312922,5,supplier
247,926014003,581313122,581313122,1,plant
247,926014003,581313122,20404874,2,pod
247,926014003,581313122,918544568,3,pol
247,926014003,581313122,53657788,4,platform
247,926014003,581313122,926014003,5,supplier
248,748753908,581313122,581313122,1,plant
248,748753908,581313122,20404874,2,pod
248,748753908,581313122,918544568,3,pol
248,748753908,581313122,53657788,4,platform
248,748753908,581313122,748753908,5,supplier
249,108616271,316419034,316419034,1,plant
249,108616271,316419034,918209348,2,pod
249,108616271,316419034,918544568,3,pol
249,108616271,316419034,53657788,4,platform
249,108616271,316419034,853788440,5,platform
249,108616271,316419034,108616271,6,supplier
250,680361602,483561169,483561169,1,plant
250,680361602,483561169,918209348,2,pod
250,680361602,483561169,918544568,3,pol
250,680361602,483561169,53657788,4,platform
250,680361602,483561169,680361602,5,supplier
251,784677662,993578920,993578920,1,plant
251,784677662,993578920,918209348,2,pod
251,784677662,993578920,918544568,3,pol
251,784677662,993578920,314585116,4,platform
251,784677662,993578920,163230001,5,platform
251,784677662,993578920,419974127,6,platform
251,784677662,993578920,784677662,7,supplier
252,955679066,483561169,483561169,1,plant
252,955679066,483561169,918209348,2,pod
252,955679066,483561169,832722601,3,pol
252,955679066,483561169,387175347,4,platform
252,955679066,483561169,955679066,5,supplier
253,688983600,581313122,581313122,1,plant
253,688983600,581313122,20404874,2,pod
253,688983600,581313122,918544568,3,pol
253,688983600,581313122,53657788,4,platform
253,688983600,581313122,188609814,5,pod
253,688983600,581313122,832722601,6,pol
253,688983600,581313122,387175347,7,platform
253,688983600,581313122,688983600,8,supplier
254,200624300,483561169,483561169,1,plant
254,200624300,483561169,918209348,2,pod
254,200624300,483561169,832722601,3,pol
254,200624300,483561169,387175347,4,platform
254,200624300,483561169,200624300,5,supplier
255,102977820,483561169,483561169,1,plant
255,102977820,483561169,918209348,2,pod
255,102977820,483561169,918544568,3,pol
255,102977820,483561169,53657788,4,platform
255,102977820,483561169,102977820,5,supplier
256,977818249,57844131,57844131,1,plant
256,977818249,57844131,918209348,2,pod
256,977818249,57844131,918544568,3,pol
256,977818249,57844131,53657788,4,platform
256,977818249,57844131,977818249,5,supplier
257,891137501,483561169,483561169,1,plant
257,891137501,483561169,918209348,2,pod
257,891137501,483561169,832722601,3,pol
257,891137501,483561169,387175347,4,platform
257,891137501,483561169,891137501,5,supplier
258,179806486,316419034,316419034,1,plant
258,179806486,316419034,918209348,2,pod
258,179806486,316419034,918544568,3,pol
258,179806486,316419034,314585116,4,platform
258,179806486,316419034,163230001,5,platform
258,179806486,316419034,419974127,6,platform
258,179806486,316419034,179806486,7,supplier
259,611021628,483561169,483561169,1,plant
259,611021628,483561169,918209348,2,pod
259,611021628,483561169,918544568,3,pol
259,611021628,483561169,53657788,4,platform
259,611021628,483561169,611021628,5,supplier
260,275066871,57844131,57844131,1,plant
260,275066871,57844131,918209348,2,pod
260,275066871,57844131,832722601,3,pol
260,275066871,57844131,387175347,4,platform
260,275066871,57844131,275066871,5,supplier
261,495305457,581313122,581313122,1,plant
261,495305457,581313122,20404874,2,pod
261,495305457,581313122,918544568,3,pol
261,495305457,581313122,53657788,4,platform
261,495305457,581313122,188609814,5,pod
261,495305457,581313122,832722601,6,pol
261,495305457,581313122,387175347,7,platform
261,495305457,581313122,495305457,8,supplier
262,691582882,581313122,581313122,1,plant
262,691582882,581313122,20404874,2,pod
262,691582882,581313122,918544568,3,pol
262,691582882,581313122,53657788,4,platform
262,691582882,581313122,853788440,5,platform
262,691582882,581313122,691582882,6,supplier
263,298165647,483561169,483561169,1,plant
263,298165647,483561169,918209348,2,pod
263,298165647,483561169,832722601,3,pol
263,298165647,483561169,387175347,4,platform
263,298165647,483561169,298165647,5,supplier
264,14377653,57844131,57844131,1,plant
264,14377653,57844131,918209348,2,pod
264,14377653,57844131,918544568,3,pol
264,14377653,57844131,53657788,4,platform
264,14377653,57844131,14377653,5,supplier
265,292697312,57844131,57844131,1,plant
265,292697312,57844131,918209348,2,pod
265,292697312,57844131,918544568,3,pol
265,292697312,57844131,53657788,4,platform
265,292697312,57844131,853788440,5,platform
265,292697312,57844131,292697312,6,supplier
266,48845116,57844131,57844131,1,plant
266,48845116,57844131,48845116,2,supplier
267,144727311,57844131,57844131,1,plant
267,144727311,57844131,918209348,2,pod
267,144727311,57844131,918544568,3,pol
267,144727311,57844131,53657788,4,platform
267,144727311,57844131,853788440,5,platform
267,144727311,57844131,144727311,6,supplier
268,551896330,316419034,316419034,1,plant
268,551896330,316419034,918209348,2,pod
268,551896330,316419034,832722601,3,pol
268,551896330,316419034,387175347,4,platform
268,551896330,316419034,551896330,5,supplier
269,227473958,57844131,57844131,1,plant
269,227473958,57844131,918209348,2,pod
269,227473958,57844131,918544568,3,pol
269,227473958,57844131,53657788,4,platform
269,227473958,57844131,227473958,5,supplier
270,356857726,483561169,483561169,1,plant
270,356857726,483561169,356857726,2,supplier
271,32619691,483561169,483561169,1,plant
271,32619691,483561169,918209348,2,pod
271,32619691,483561169,918544568,3,pol
271,32619691,483561169,53657788,4,platform
271,32619691,483561169,32619691,5,supplier
272,571793493,483561169,483561169,1,plant
272,571793493,483561169,571793493,2,supplier
273,883666373,993578920,993578920,1,plant
273,883666373,993578920,918209348,2,pod
273,883666373,993578920,832722601,3,pol
273,883666373,993578920,387175347,4,platform
273,883666373,993578920,180858621,5,platform
273,883666373,993578920,883666373,6,supplier
274,602109632,316419034,316419034,1,plant
274,602109632,316419034,918209348,2,pod
274,602109632,316419034,918544568,3,pol
274,602109632,316419034,314585116,4,platform
274,602109632,316419034,163230001,5,platform
274,602109632,316419034,602109632,6,supplier
275,738383798,483561169,483561169,1,plant
275,738383798,483561169,862596923,2,platform
275,738383798,483561169,738383798,3,supplier
276,88158556,57844131,57844131,1,plant
276,88158556,57844131,918209348,2,pod
276,88158556,57844131,918544568,3,pol
276,88158556,57844131,53657788,4,platform
276,88158556,57844131,853788440,5,platform
276,88158556,57844131,88158556,6,supplier
277,900362772,57844131,57844131,1,plant
277,900362772,57844131,918209348,2,pod
277,900362772,57844131,918544568,3,pol
277,900362772,57844131,314585116,4,platform
277,900362772,57844131,163230001,5,platform
277,900362772,57844131,419974127,6,platform
277,900362772,57844131,900362772,7,supplier
278,875185193,316419034,316419034,1,plant
278,875185193,316419034,918209348,2,pod
278,875185193,316419034,918544568,3,pol
278,875185193,316419034,314585116,4,platform
278,875185193,316419034,163230001,5,platform
278,875185193,316419034,419974127,6,platform
278,875185193,316419034,875185193,7,supplier
279,695608812,57844131,57844131,1,plant
279,695608812,57844131,918209348,2,pod
279,695608812,57844131,918544568,3,pol
279,695608812,57844131,314585116,4,platform
279,695608812,57844131,163230001,5,platform
279,695608812,57844131,419974127,6,platform
279,695608812,57844131,695608812,7,supplier
280,245883420,581313122,581313122,1,plant
280,245883420,581313122,20404874,2,pod
280,245883420,581313122,918544568,3,pol
280,245883420,581313122,53657788,4,platform
280,245883420,581313122,245883420,5,supplier
281,454237200,483561169,483561169,1,plant
281,454237200,483561169,918209348,2,pod
281,454237200,483561169,832722601,3,pol
281,454237200,483561169,387175347,4,platform
281,454237200,483561169,180858621,5,platform
281,454237200,483561169,454237200,6,supplier
282,610023955,581313122,581313122,1,plant
282,610023955,581313122,20404874,2,pod
282,610023955,581313122,918544568,3,pol
282,610023955,581313122,314585116,4,platform
282,610023955,581313122,163230001,5,platform
282,610023955,581313122,419974127,6,platform
282,610023955,581313122,610023955,7,supplier
283,88158556,483561169,483561169,1,plant
283,88158556,483561169,918209348,2,pod
283,88158556,483561169,918544568,3,pol
283,88158556,483561169,53657788,4,platform
283,88158556,483561169,853788440,5,platform
283,88158556,483561169,88158556,6,supplier
284,104241995,57844131,57844131,1,plant
284,104241995,57844131,918209348,2,pod
284,104241995,57844131,918544568,3,pol
284,104241995,57844131,314585116,4,platform
284,104241995,57844131,104241995,5,supplier
285,446680672,993578920,993578920,1,plant
285,446680672,993578920,918209348,2,pod
285,446680672,993578920,832722601,3,pol
285,446680672,993578920,387175347,4,platform
285,446680672,993578920,446680672,5,supplier
286,116969854,316419034,316419034,1,plant
286,116969854,316419034,918209348,2,pod
286,116969854,316419034,918544568,3,pol
286,116969854,316419034,53657788,4,platform
286,116969854,316419034,853788440,5,platform
286,116969854,316419034,116969854,6,supplier
287,24534301,316419034,316419034,1,plant
287,24534301,316419034,918209348,2,pod
287,24534301,316419034,832722601,3,pol
287,24534301,316419034,387175347,4,platform
287,24534301,316419034,24534301,5,supplier
288,670500147,316419034,316419034,1,plant
288,670500147,316419034,918209348,2,pod
288,670500147,316419034,918544568,3,pol
288,670500147,316419034,53657788,4,platform
288,670500147,316419034,670500147,5,supplier
289,153981703,57844131,57844131,1,plant
289,153981703,57844131,179552971,2,platform
289,153981703,57844131,153981703,3,supplier
290,692502699,483561169,483561169,1,plant
290,692502699,483561169,918209348,2,pod
290,692502699,483561169,832722601,3,pol
290,692502699,483561169,387175347,4,platform
290,692502699,483561169,180858621,5,platform
290,692502699,483561169,692502699,6,supplier
291,615472538,581313122,581313122,1,plant
291,615472538,581313122,20404874,2,pod
291,615472538,581313122,918544568,3,pol
291,615472538,581313122,53657788,4,platform
291,615472538,581313122,615472538,5,supplier
292,599351938,316419034,316419034,1,plant
292,599351938,316419034,599351938,2,supplier
293,17765837,316419034,316419034,1,plant
293,17765837,316419034,918209348,2,pod
293,17765837,316419034,832722601,3,pol
293,17765837,316419034,387175347,4,platform
