route_id,origin_id,destination_id,node_id,point_number,point_type
34,955465255,483561169,955465255,5,origin
35,740030713,57844131,57844131,1,destination
35,740030713,57844131,918209348,2,other
35,740030713,57844131,832722601,3,other
35,740030713,57844131,387175347,4,other
35,740030713,57844131,740030713,5,origin
36,964369397,57844131,57844131,1,destination
36,964369397,57844131,918209348,2,other
36,964369397,57844131,832722601,3,other
36,964369397,57844131,387175347,4,other
36,964369397,57844131,964369397,5,origin
37,117724745,316419034,316419034,1,destination
37,117724745,316419034,918209348,2,other
37,117724745,316419034,918544568,3,other
37,117724745,316419034,314585116,4,other
37,117724745,316419034,163230001,5,other
37,117724745,316419034,419974127,6,other
37,117724745,316419034,117724745,7,origin
38,582082698,316419034,316419034,1,destination
38,582082698,316419034,918209348,2,other
38,582082698,316419034,918544568,3,other
38,582082698,316419034,314585116,4,other
38,582082698,316419034,163230001,5,other
38,582082698,316419034,582082698,6,origin
39,816569071,316419034,316419034,1,destination
39,816569071,316419034,918209348,2,other
39,816569071,316419034,832722601,3,other
39,816569071,316419034,387175347,4,other
39,816569071,316419034,816569071,5,origin
40,28049792,316419034,316419034,1,destination
40,28049792,316419034,918209348,2,other
40,28049792,316419034,832722601,3,other
40,28049792,316419034,387175347,4,other
40,28049792,316419034,28049792,5,origin
41,531723235,483561169,483561169,1,destination
41,531723235,483561169,918209348,2,other
41,531723235,483561169,832722601,3,other
41,531723235,483561169,387175347,4,other
41,531723235,483561169,531723235,5,origin
42,531723235,993578920,993578920,1,destination
42,531723235,993578920,918209348,2,other
42,531723235,993578920,832722601,3,other
42,531723235,993578920,387175347,4,other
42,531723235,993578920,531723235,5,origin
43,587954344,993578920,993578920,1,destination
43,587954344,993578920,918209348,2,other
43,587954344,993578920,918544568,3,other
43,587954344,993578920,53657788,4,other
43,587954344,993578920,853788440,5,other
43,587954344,993578920,587954344,6,origin
44,248825544,581313122,581313122,1,destination
44,248825544,581313122,248825544,2,origin
45,274312922,57844131,57844131,1,destination
45,274312922,57844131,918209348,2,other
45,274312922,57844131,832722601,3,other
45,274312922,57844131,387175347,4,other
45,274312922,57844131,274312922,5,origin
46,559786200,993578920,993578920,1,destination
46,559786200,993578920,918209348,2,other
46,559786200,993578920,832722601,3,other
46,559786200,993578920,387175347,4,other
46,559786200,993578920,559786200,5,origin
47,613984115,57844131,57844131,1,destination
47,613984115,57844131,918209348,2,other
47,613984115,57844131,918544568,3,other
47,613984115,57844131,53657788,4,other
47,613984115,57844131,613984115,5,origin
48,467258853,483561169,483561169,1,destination
48,467258853,483561169,918209348,2,other
48,467258853,483561169,832722601,3,other
48,467258853,483561169,387175347,4,other
48,467258853,483561169,467258853,5,origin
49,467258853,993578920,993578920,1,destination
49,467258853,993578920,918209348,2,other
49,467258853,993578920,832722601,3,other
49,467258853,993578920,387175347,4,other
49,467258853,993578920,467258853,5,origin
50,923117674,993578920,993578920,1,destination
50,923117674,993578920,918209348,2,other
50,923117674,993578920,918544568,3,other
50,923117674,993578920,314585116,4,other
50,923117674,993578920,923117674,5,origin
51,910685645,993578920,993578920,1,destination
51,910685645,993578920,918209348,2,other
51,910685645,993578920,832722601,3,other
51,910685645,993578920,387175347,4,other
51,910685645,993578920,910685645,5,origin
52,211200112,483561169,483561169,1,destination
52,211200112,483561169,918209348,2,other
52,211200112,483561169,918544568,3,other
52,211200112,483561169,314585116,4,other
52,211200112,483561169,163230001,5,other
52,211200112,483561169,419974127,6,other
52,211200112,483561169,211200112,7,origin
53,181867470,581313122,581313122,1,destination
53,181867470,581313122,20404874,2,other
53,181867470,581313122,918544568,3,other
53,181867470,581313122,314585116,4,other
53,181867470,581313122,163230001,5,other
53,181867470,581313122,419974127,6,other
53,181867470,581313122,181867470,7,origin
54,468536876,483561169,483561169,1,destination
54,468536876,483561169,918209348,2,other
54,468536876,483561169,918544568,3,other
54,468536876,483561169,53657788,4,other
54,468536876,483561169,468536876,5,origin
55,275066871,483561169,483561169,1,destination
55,275066871,483561169,918209348,2,other
55,275066871,483561169,832722601,3,other
55,275066871,483561169,387175347,4,other
55,275066871,483561169,275066871,5,origin
56,559786200,483561169,483561169,1,destination
56,559786200,483561169,918209348,2,other
56,559786200,483561169,832722601,3,other
56,559786200,483561169,387175347,4,other
56,559786200,483561169,559786200,5,origin
57,776622776,993578920,993578920,1,destination
57,776622776,993578920,918209348,2,other
57,776622776,993578920,832722601,3,other
57,776622776,993578920,387175347,4,other
57,776622776,993578920,776622776,5,origin
58,590063067,993578920,993578920,1,destination
58,590063067,993578920,918209348,2,other
58,590063067,993578920,832722601,3,other
58,590063067,993578920,387175347,4,other
58,590063067,993578920,590063067,5,origin
59,411359761,993578920,993578920,1,destination
59,411359761,993578920,918209348,2,other
59,411359761,993578920,918544568,3,other
59,411359761,993578920,53657788,4,other
59,411359761,993578920,853788440,5,other
59,411359761,993578920,411359761,6,origin
60,712152638,993578920,993578920,1,destination
60,712152638,993578920,918209348,2,other
60,712152638,993578920,918544568,3,other
60,712152638,993578920,53657788,4,other
60,712152638,993578920,712152638,5,origin
61,285117451,581313122,581313122,1,destination
61,285117451,581313122,20404874,2,other
61,285117451,581313122,918544568,3,other
61,285117451,581313122,53657788,4,other
61,285117451,581313122,285117451,5,origin
62,571395758,57844131,57844131,1,destination
62,571395758,57844131,918209348,2,other
62,571395758,57844131,918544568,3,other
62,571395758,57844131,53657788,4,other
62,571395758,57844131,571395758,5,origin
63,22051458,483561169,483561169,1,destination
63,22051458,483561169,918209348,2,other
63,22051458,483561169,918544568,3,other
63,22051458,483561169,314585116,4,other
63,22051458,483561169,163230001,5,other
63,22051458,483561169,419974127,6,other
63,22051458,483561169,22051458,7,origin
64,664615293,316419034,316419034,1,destination
64,664615293,316419034,918209348,2,other
64,664615293,316419034,918544568,3,other
64,664615293,316419034,53657788,4,other
64,664615293,316419034,664615293,5,origin
65,211284884,483561169,483561169,1,destination
65,211284884,483561169,918209348,2,other
65,211284884,483561169,918544568,3,other
65,211284884,483561169,314585116,4,other
65,211284884,483561169,163230001,5,other
65,211284884,483561169,419974127,6,other
65,211284884,483561169,211284884,7,origin
66,510226046,483561169,483561169,1,destination
66,510226046,483561169,918209348,2,other
66,510226046,483561169,832722601,3,other
66,510226046,483561169,387175347,4,other
66,510226046,483561169,510226046,5,origin
67,964369397,483561169,483561169,1,destination
67,964369397,483561169,918209348,2,other
67,964369397,483561169,832722601,3,other
67,964369397,483561169,387175347,4,other
67,964369397,483561169,964369397,5,origin
68,199726318,57844131,57844131,1,destination
68,199726318,57844131,918209348,2,other
68,199726318,57844131,918544568,3,other
68,199726318,57844131,314585116,4,other
68,199726318,57844131,163230001,5,other
68,199726318,57844131,199726318,6,origin
69,761958479,483561169,483561169,1,destination
69,761958479,483561169,179552971,2,other
69,761958479,483561169,761958479,3,origin
70,551232467,993578920,993578920,1,destination
70,551232467,993578920,918209348,2,other
70,551232467,993578920,918544568,3,other
70,551232467,993578920,53657788,4,other
70,551232467,993578920,551232467,5,origin
71,689282245,993578920,993578920,1,destination
71,689282245,993578920,918209348,2,other
71,689282245,993578920,918544568,3,other
71,689282245,993578920,314585116,4,other
71,689282245,993578920,689282245,5,origin
72,121955469,483561169,483561169,1,destination
72,121955469,483561169,121955469,2,origin
73,131570568,57844131,57844131,1,destination
73,131570568,57844131,918209348,2,other
73,131570568,57844131,918544568,3,other
73,131570568,57844131,314585116,4,other
73,131570568,57844131,131570568,5,origin
74,910685645,483561169,483561169,1,destination
74,910685645,483561169,918209348,2,other
74,910685645,483561169,832722601,3,other
74,910685645,483561169,387175347,4,other
74,910685645,483561169,910685645,5,origin
75,676086880,483561169,483561169,1,destination
75,676086880,483561169,918209348,2,other
75,676086880,483561169,832722601,3,other
75,676086880,483561169,387175347,4,other
75,676086880,483561169,676086880,5,origin
76,803454637,581313122,581313122,1,destination
76,803454637,581313122,20404874,2,other
76,803454637,581313122,918544568,3,other
76,803454637,581313122,314585116,4,other
76,803454637,581313122,163230001,5,other
76,803454637,581313122,419974127,6,other
76,803454637,581313122,803454637,7,origin
77,127079249,57844131,57844131,1,destination
77,127079249,57844131,918209348,2,other
77,127079249,57844131,918544568,3,other
77,127079249,57844131,53657788,4,other
77,127079249,57844131,127079249,5,origin
78,268579934,483561169,483561169,1,destination
78,268579934,483561169,918209348,2,other
78,268579934,483561169,832722601,3,other
78,268579934,483561169,387175347,4,other
78,268579934,483561169,268579934,5,origin
79,121955469,993578920,993578920,1,destination
79,121955469,993578920,918209348,2,other
79,121955469,993578920,918544568,3,other
79,121955469,993578920,314585116,4,other
79,121955469,993578920,163230001,5,other
79,121955469,993578920,121955469,6,origin
80,25551986,483561169,483561169,1,destination
80,25551986,483561169,918209348,2,other
80,25551986,483561169,832722601,3,other
80,25551986,483561169,387175347,4,other
80,25551986,483561169,25551986,5,origin
81,213341250,57844131,57844131,1,destination
81,213341250,57844131,918209348,2,other
81,213341250,57844131,918544568,3,other
81,213341250,57844131,53657788,4,other
81,213341250,57844131,853788440,5,other
81,213341250,57844131,213341250,6,origin
82,131570568,483561169,483561169,1,destination
82,131570568,483561169,918209348,2,other
82,131570568,483561169,918544568,3,other
82,131570568,483561169,314585116,4,other
82,131570568,483561169,131570568,5,origin
83,963128393,57844131,57844131,1,destination
83,963128393,57844131,918209348,2,other
83,963128393,57844131,918544568,3,other
83,963128393,57844131,314585116,4,other
83,963128393,57844131,163230001,5,other
83,963128393,57844131,419974127,6,other
83,963128393,57844131,963128393,7,origin
84,623887493,316419034,316419034,1,destination
84,623887493,316419034,918209348,2,other
84,623887493,316419034,918544568,3,other
84,623887493,316419034,53657788,4,other
84,623887493,316419034,623887493,5,origin
85,255866357,581313122,581313122,1,destination
85,255866357,581313122,20404874,2,other
85,255866357,581313122,918544568,3,other
85,255866357,581313122,53657788,4,other
85,255866357,581313122,255866357,5,origin
86,227473958,581313122,581313122,1,destination
86,227473958,581313122,20404874,2,other
86,227473958,581313122,918544568,3,other
86,227473958,581313122,53657788,4,other
86,227473958,581313122,227473958,5,origin
87,998838758,993578920,993578920,1,destination
87,998838758,993578920,918209348,2,other
87,998838758,993578920,918544568,3,other
87,998838758,993578920,314585116,4,other
87,998838758,993578920,163230001,5,other
87,998838758,993578920,419974127,6,other
87,998838758,993578920,998838758,7,origin
88,664615293,993578920,993578920,1,destination
88,664615293,993578920,918209348,2,other
88,664615293,993578920,918544568,3,other
88,664615293,993578920,53657788,4,other
88,664615293,993578920,853788440,5,other
88,664615293,993578920,664615293,6,origin
89,97202959,483561169,483561169,1,destination
89,97202959,483561169,918209348,2,other
89,97202959,483561169,832722601,3,other
89,97202959,483561169,387175347,4,other
89,97202959,483561169,97202959,5,origin
90,725901106,483561169,483561169,1,destination
90,725901106,483561169,725901106,2,origin
91,740030713,483561169,483561169,1,destination
91,740030713,483561169,918209348,2,other
91,740030713,483561169,832722601,3,other
91,740030713,483561169,387175347,4,other
91,740030713,483561169,740030713,5,origin
92,3654140,57844131,57844131,1,destination
92,3654140,57844131,918209348,2,other
92,3654140,57844131,918544568,3,other
92,3654140,57844131,53657788,4,other
92,3654140,57844131,3654140,5,origin
93,678462586,57844131,57844131,1,destination
93,678462586,57844131,678462586,2,origin
94,21332992,57844131,57844131,1,destination
94,21332992,57844131,918209348,2,other
94,21332992,57844131,918544568,3,other
94,21332992,57844131,53657788,4,other
94,21332992,57844131,853788440,5,other
94,21332992,57844131,21332992,6,origin
95,657538482,993578920,993578920,1,destination
95,657538482,993578920,918209348,2,other
95,657538482,993578920,918544568,3,other
95,657538482,993578920,53657788,4,other
95,657538482,993578920,853788440,5,other
95,657538482,993578920,657538482,6,origin
96,3654140,483561169,483561169,1,destination
96,3654140,483561169,918209348,2,other
96,3654140,483561169,918544568,3,other
96,3654140,483561169,53657788,4,other
96,3654140,483561169,3654140,5,origin
97,520652348,57844131,57844131,1,destination
97,520652348,57844131,918209348,2,other
97,520652348,57844131,918544568,3,other
97,520652348,57844131,53657788,4,other
97,520652348,57844131,520652348,5,origin
98,468536876,57844131,57844131,1,destination
98,468536876,57844131,468536876,2,origin
99,910685645,57844131,57844131,1,destination
99,910685645,57844131,918209348,2,other
99,910685645,57844131,832722601,3,other
99,910685645,57844131,387175347,4,other
99,910685645,57844131,910685645,5,origin
100,758193313,316419034,316419034,1,destination
100,758193313,316419034,758193313,2,origin
101,513302459,316419034,316419034,1,destination
101,513302459,316419034,918209348,2,other
101,513302459,316419034,918544568,3,other
101,513302459,316419034,53657788,4,other
101,513302459,316419034,853788440,5,other
101,513302459,316419034,513302459,6,origin
102,3654140,993578920,993578920,1,destination
102,3654140,993578920,918209348,2,other
102,3654140,993578920,918544568,3,other
102,3654140,993578920,314585116,4,other
102,3654140,993578920,163230001,5,other
102,3654140,993578920,419974127,6,other
102,3654140,993578920,3654140,7,origin
103,834078589,483561169,483561169,1,destination
103,834078589,483561169,918209348,2,other
103,834078589,483561169,832722601,3,other
103,834078589,483561169,387175347,4,other
103,834078589,483561169,834078589,5,origin
104,24534301,57844131,57844131,1,destination
104,24534301,57844131,918209348,2,other
104,24534301,57844131,832722601,3,other
104,24534301,57844131,387175347,4,other
104,24534301,57844131,24534301,5,origin
105,480500311,483561169,483561169,1,destination
105,480500311,483561169,918209348,2,other
105,480500311,483561169,832722601,3,other
105,480500311,483561169,387175347,4,other
105,480500311,483561169,480500311,5,origin
106,718365076,483561169,483561169,1,destination
106,718365076,483561169,918209348,2,other
106,718365076,483561169,918544568,3,other
106,718365076,483561169,314585116,4,other
106,718365076,483561169,163230001,5,other
106,718365076,483561169,419974127,6,other
106,718365076,483561169,718365076,7,origin
107,713150620,483561169,483561169,1,destination
107,713150620,483561169,179552971,2,other
107,713150620,483561169,713150620,3,origin
108,303114392,483561169,483561169,1,destination
108,303114392,483561169,918209348,2,other
108,303114392,483561169,832722601,3,other
108,303114392,483561169,387175347,4,other
108,303114392,483561169,303114392,5,origin
109,228466308,57844131,57844131,1,destination
109,228466308,57844131,228466308,2,origin
110,510226046,993578920,993578920,1,destination
110,510226046,993578920,918209348,2,other
110,510226046,993578920,832722601,3,other
110,510226046,993578920,387175347,4,other
110,510226046,993578920,510226046,5,origin
111,153981703,483561169,483561169,1,destination
111,153981703,483561169,179552971,2,other
111,153981703,483561169,153981703,3,origin
112,590063067,483561169,483561169,1,destination
112,590063067,483561169,918209348,2,other
112,590063067,483561169,832722601,3,other
112,590063067,483561169,387175347,4,other
112,590063067,483561169,590063067,5,origin
113,591669998,316419034,316419034,1,destination
113,591669998,316419034,918209348,2,other
113,591669998,316419034,832722601,3,other
113,591669998,316419034,387175347,4,other
113,591669998,316419034,591669998,5,origin
114,1084956,316419034,316419034,1,destination
114,1084956,316419034,918209348,2,other
114,1084956,316419034,832722601,3,other
114,1084956,316419034,387175347,4,other
114,1084956,316419034,1084956,5,origin
115,922418600,581313122,581313122,1,destination
115,922418600,581313122,20404874,2,other
115,922418600,581313122,918544568,3,other
115,922418600,581313122,53657788,4,other
115,922418600,581313122,922418600,5,origin
116,712203973,316419034,316419034,1,destination
116,712203973,316419034,918209348,2,other
116,712203973,316419034,918544568,3,other
116,712203973,316419034,53657788,4,other
116,712203973,316419034,712203973,5,origin
117,917814316,316419034,316419034,1,destination
117,917814316,316419034,918209348,2,other
117,917814316,316419034,832722601,3,other
117,917814316,316419034,387175347,4,other
117,917814316,316419034,917814316,5,origin
118,462588445,316419034,316419034,1,destination
118,462588445,316419034,918209348,2,other
118,462588445,316419034,918544568,3,other
118,462588445,316419034,53657788,4,other
118,462588445,316419034,462588445,5,origin
119,248825544,316419034,316419034,1,destination
119,248825544,316419034,918209348,2,other
119,248825544,316419034,918544568,3,other
119,248825544,316419034,314585116,4,other
119,248825544,316419034,163230001,5,other
119,248825544,316419034,419974127,6,other
119,248825544,316419034,248825544,7,origin
120,362859666,316419034,316419034,1,destination
120,362859666,316419034,918209348,2,other
120,362859666,316419034,918544568,3,other
120,362859666,316419034,314585116,4,other
120,362859666,316419034,163230001,5,other
120,362859666,316419034,419974127,6,other
120,362859666,316419034,362859666,7,origin
121,950530832,316419034,316419034,1,destination
121,950530832,316419034,918209348,2,other
121,950530832,316419034,918544568,3,other
121,950530832,316419034,53657788,4,other
121,950530832,316419034,950530832,5,origin
122,689282245,581313122,581313122,1,destination
122,689282245,581313122,20404874,2,other
122,689282245,581313122,918544568,3,other
122,689282245,581313122,314585116,4,other
122,689282245,581313122,689282245,5,origin
123,995389961,581313122,581313122,1,destination
123,995389961,581313122,20404874,2,other
123,995389961,581313122,918544568,3,other
123,995389961,581313122,314585116,4,other
123,995389961,581313122,163230001,5,other
123,995389961,581313122,419974127,6,other
123,995389961,581313122,995389961,7,origin
124,974574588,581313122,581313122,1,destination
124,974574588,581313122,20404874,2,other
124,974574588,581313122,918544568,3,other
124,974574588,581313122,53657788,4,other
124,974574588,581313122,974574588,5,origin
125,392558375,57844131,57844131,1,destination
125,392558375,57844131,918209348,2,other
125,392558375,57844131,832722601,3,other
125,392558375,57844131,387175347,4,other
125,392558375,57844131,392558375,5,origin
126,803454637,483561169,483561169,1,destination
126,803454637,483561169,803454637,2,origin
127,171648541,581313122,581313122,1,destination
127,171648541,581313122,20404874,2,other
127,171648541,581313122,918544568,3,other
127,171648541,581313122,53657788,4,other
127,171648541,581313122,853788440,5,other
127,171648541,581313122,171648541,6,origin
128,634932056,316419034,316419034,1,destination
128,634932056,316419034,179552971,2,other
128,634932056,316419034,634932056,3,origin
129,67201145,57844131,57844131,1,destination
129,67201145,57844131,918209348,2,other
129,67201145,57844131,918544568,3,other
129,67201145,57844131,53657788,4,other
129,67201145,57844131,67201145,5,origin
130,204162288,316419034,316419034,1,destination
130,204162288,316419034,918209348,2,other
130,204162288,316419034,918544568,3,other
130,204162288,316419034,53657788,4,other
130,204162288,316419034,204162288,5,origin
131,190302748,993578920,993578920,1,destination
131,190302748,993578920,918209348,2,other
131,190302748,993578920,832722601,3,other
131,190302748,993578920,387175347,4,other
131,190302748,993578920,190302748,5,origin
132,898547566,57844131,57844131,1,destination
132,898547566,57844131,898547566,2,origin
133,169204952,483561169,483561169,1,destination
133,169204952,483561169,918209348,2,other
133,169204952,483561169,918544568,3,other
133,169204952,483561169,53657788,4,other
133,169204952,483561169,853788440,5,other
133,169204952,483561169,169204952,6,origin
134,298165647,316419034,316419034,1,destination
134,298165647,316419034,918209348,2,other
134,298165647,316419034,832722601,3,other
134,298165647,316419034,387175347,4,other
134,298165647,316419034,298165647,5,origin
135,131570568,316419034,316419034,1,destination
135,131570568,316419034,918209348,2,other
135,131570568,316419034,918544568,3,other
135,131570568,316419034,314585116,4,other
135,131570568,316419034,131570568,5,origin
136,446680672,316419034,316419034,1,destination
136,446680672,316419034,918209348,2,other
136,446680672,316419034,832722601,3,other
136,446680672,316419034,387175347,4,other
136,446680672,316419034,446680672,5,origin
137,391949991,316419034,316419034,1,destination
137,391949991,316419034,918209348,2,other
137,391949991,316419034,832722601,3,other
137,391949991,316419034,387175347,4,other
137,391949991,316419034,391949991,5,origin
138,614789091,316419034,316419034,1,destination
138,614789091,316419034,918209348,2,other
138,614789091,316419034,832722601,3,other
138,614789091,316419034,387175347,4,other
138,614789091,316419034,614789091,5,origin
139,31326096,316419034,316419034,1,destination
139,31326096,316419034,31326096,2,origin
140,377058569,57844131,57844131,1,destination
140,377058569,57844131,918209348,2,other
140,377058569,57844131,832722601,3,other
140,377058569,57844131,387175347,4,other
140,377058569,57844131,377058569,5,origin
141,798682395,57844131,57844131,1,destination
141,798682395,57844131,798682395,2,origin
142,803454637,57844131,57844131,1,destination
142,803454637,57844131,803454637,2,origin
143,492762922,57844131,57844131,1,destination
143,492762922,57844131,918209348,2,other
143,492762922,57844131,918544568,3,other
143,492762922,57844131,53657788,4,other
143,492762922,57844131,492762922,5,origin
144,492762922,483561169,483561169,1,destination
144,492762922,483561169,918209348,2,other
144,492762922,483561169,918544568,3,other
144,492762922,483561169,53657788,4,other
144,492762922,483561169,492762922,5,origin
145,955465255,993578920,993578920,1,destination
145,955465255,993578920,918209348,2,other
145,955465255,993578920,832722601,3,other
145,955465255,993578920,387175347,4,other
145,955465255,993578920,955465255,5,origin
146,884040182,483561169,483561169,1,destination
146,884040182,483561169,918209348,2,other
146,884040182,483561169,832722601,3,other
146,884040182,483561169,387175347,4,other
146,884040182,483561169,884040182,5,origin
147,338772357,993578920,993578920,1,destination
147,338772357,993578920,338772357,2,origin
148,689282245,483561169,483561169,1,destination
148,689282245,483561169,689282245,2,origin
149,118102386,483561169,483561169,1,destination
149,118102386,483561169,918209348,2,other
149,118102386,483561169,832722601,3,other
149,118102386,483561169,387175347,4,other
149,118102386,483561169,118102386,5,origin
150,924045627,483561169,483561169,1,destination
150,924045627,483561169,924045627,2,origin
151,554579068,57844131,57844131,1,destination
151,554579068,57844131,554579068,2,origin
152,84357455,57844131,57844131,1,destination
152,84357455,57844131,84357455,2,origin
153,559786200,57844131,57844131,1,destination
153,559786200,57844131,918209348,2,other
153,559786200,57844131,832722601,3,other
153,559786200,57844131,387175347,4,other
153,559786200,57844131,559786200,5,origin
154,590063067,57844131,57844131,1,destination
154,590063067,57844131,918209348,2,other
154,590063067,57844131,832722601,3,other
154,590063067,57844131,387175347,4,other
154,590063067,57844131,590063067,5,origin
155,631877779,57844131,57844131,1,destination
155,631877779,57844131,918209348,2,other
