route_id,origin_id,destination_id,node_id,point_number,point_type
155,631877779,57844131,918544568,3,other
155,631877779,57844131,53657788,4,other
155,631877779,57844131,631877779,5,origin
156,32619691,57844131,57844131,1,destination
156,32619691,57844131,918209348,2,other
156,32619691,57844131,918544568,3,other
156,32619691,57844131,53657788,4,other
156,32619691,57844131,32619691,5,origin
157,898547566,483561169,483561169,1,destination
157,898547566,483561169,898547566,2,origin
158,190302748,483561169,483561169,1,destination
158,190302748,483561169,918209348,2,other
158,190302748,483561169,832722601,3,other
158,190302748,483561169,387175347,4,other
158,190302748,483561169,190302748,5,origin
159,23825139,993578920,993578920,1,destination
159,23825139,993578920,918209348,2,other
159,23825139,993578920,832722601,3,other
159,23825139,993578920,387175347,4,other
159,23825139,993578920,23825139,5,origin
160,169204952,57844131,57844131,1,destination
160,169204952,57844131,918209348,2,other
160,169204952,57844131,918544568,3,other
160,169204952,57844131,53657788,4,other
160,169204952,57844131,169204952,5,origin
161,973772572,57844131,57844131,1,destination
161,973772572,57844131,918209348,2,other
161,973772572,57844131,918544568,3,other
161,973772572,57844131,53657788,4,other
161,973772572,57844131,853788440,5,other
161,973772572,57844131,973772572,6,origin
162,102977820,57844131,57844131,1,destination
162,102977820,57844131,918209348,2,other
162,102977820,57844131,918544568,3,other
162,102977820,57844131,53657788,4,other
162,102977820,57844131,102977820,5,origin
163,208828565,483561169,483561169,1,destination
163,208828565,483561169,918209348,2,other
163,208828565,483561169,832722601,3,other
163,208828565,483561169,387175347,4,other
163,208828565,483561169,208828565,5,origin
164,340031626,57844131,57844131,1,destination
164,340031626,57844131,340031626,2,origin
165,974574588,483561169,483561169,1,destination
165,974574588,483561169,918209348,2,other
165,974574588,483561169,918544568,3,other
165,974574588,483561169,53657788,4,other
165,974574588,483561169,974574588,5,origin
166,838235273,993578920,993578920,1,destination
166,838235273,993578920,918209348,2,other
166,838235273,993578920,832722601,3,other
166,838235273,993578920,387175347,4,other
166,838235273,993578920,838235273,5,origin
167,461266979,316419034,316419034,1,destination
167,461266979,316419034,918209348,2,other
167,461266979,316419034,918544568,3,other
167,461266979,316419034,314585116,4,other
167,461266979,316419034,163230001,5,other
167,461266979,316419034,419974127,6,other
167,461266979,316419034,461266979,7,origin
168,248370194,57844131,57844131,1,destination
168,248370194,57844131,918209348,2,other
168,248370194,57844131,918544568,3,other
168,248370194,57844131,53657788,4,other
168,248370194,57844131,248370194,5,origin
169,713150620,57844131,57844131,1,destination
169,713150620,57844131,713150620,2,origin
170,558937861,483561169,483561169,1,destination
170,558937861,483561169,918209348,2,other
170,558937861,483561169,832722601,3,other
170,558937861,483561169,387175347,4,other
170,558937861,483561169,558937861,5,origin
171,405864589,316419034,316419034,1,destination
171,405864589,316419034,918209348,2,other
171,405864589,316419034,918544568,3,other
171,405864589,316419034,53657788,4,other
171,405864589,316419034,405864589,5,origin
172,260110287,316419034,316419034,1,destination
172,260110287,316419034,918209348,2,other
172,260110287,316419034,832722601,3,other
172,260110287,316419034,387175347,4,other
172,260110287,316419034,260110287,5,origin
173,465126890,316419034,316419034,1,destination
173,465126890,316419034,465126890,2,origin
174,689282245,316419034,316419034,1,destination
174,689282245,316419034,689282245,2,origin
175,38077356,483561169,483561169,1,destination
175,38077356,483561169,918209348,2,other
175,38077356,483561169,918544568,3,other
175,38077356,483561169,53657788,4,other
175,38077356,483561169,38077356,5,origin
176,13452006,57844131,57844131,1,destination
176,13452006,57844131,918209348,2,other
176,13452006,57844131,832722601,3,other
176,13452006,57844131,387175347,4,other
176,13452006,57844131,13452006,5,origin
177,992268167,57844131,57844131,1,destination
177,992268167,57844131,918209348,2,other
177,992268167,57844131,832722601,3,other
177,992268167,57844131,387175347,4,other
177,992268167,57844131,992268167,5,origin
178,662491052,316419034,316419034,1,destination
178,662491052,316419034,918209348,2,other
178,662491052,316419034,832722601,3,other
178,662491052,316419034,387175347,4,other
178,662491052,316419034,662491052,5,origin
179,510226046,57844131,57844131,1,destination
179,510226046,57844131,918209348,2,other
179,510226046,57844131,832722601,3,other
179,510226046,57844131,387175347,4,other
179,510226046,57844131,510226046,5,origin
180,928059592,993578920,993578920,1,destination
180,928059592,993578920,918209348,2,other
180,928059592,993578920,918544568,3,other
180,928059592,993578920,53657788,4,other
180,928059592,993578920,928059592,5,origin
181,834078589,57844131,57844131,1,destination
181,834078589,57844131,918209348,2,other
181,834078589,57844131,832722601,3,other
181,834078589,57844131,387175347,4,other
181,834078589,57844131,834078589,5,origin
182,973186636,316419034,316419034,1,destination
182,973186636,316419034,973186636,2,origin
183,495305457,483561169,483561169,1,destination
183,495305457,483561169,918209348,2,other
183,495305457,483561169,832722601,3,other
183,495305457,483561169,387175347,4,other
183,495305457,483561169,495305457,5,origin
184,643019535,316419034,316419034,1,destination
184,643019535,316419034,918209348,2,other
184,643019535,316419034,918544568,3,other
184,643019535,316419034,53657788,4,other
184,643019535,316419034,643019535,5,origin
185,706093117,483561169,483561169,1,destination
185,706093117,483561169,918209348,2,other
185,706093117,483561169,918544568,3,other
185,706093117,483561169,53657788,4,other
185,706093117,483561169,853788440,5,other
185,706093117,483561169,706093117,6,origin
186,581456121,581313122,581313122,1,destination
186,581456121,581313122,581456121,2,origin
187,127079249,483561169,483561169,1,destination
187,127079249,483561169,918209348,2,other
187,127079249,483561169,918544568,3,other
187,127079249,483561169,53657788,4,other
187,127079249,483561169,127079249,5,origin
188,902154544,483561169,483561169,1,destination
188,902154544,483561169,902154544,2,origin
189,255866357,483561169,483561169,1,destination
189,255866357,483561169,918209348,2,other
189,255866357,483561169,918544568,3,other
189,255866357,483561169,53657788,4,other
189,255866357,483561169,255866357,5,origin
190,597320442,57844131,57844131,1,destination
190,597320442,57844131,918209348,2,other
190,597320442,57844131,918544568,3,other
190,597320442,57844131,53657788,4,other
190,597320442,57844131,597320442,5,origin
191,340031626,993578920,993578920,1,destination
191,340031626,993578920,918209348,2,other
191,340031626,993578920,918544568,3,other
191,340031626,993578920,314585116,4,other
191,340031626,993578920,340031626,5,origin
192,28049792,57844131,57844131,1,destination
192,28049792,57844131,918209348,2,other
192,28049792,57844131,832722601,3,other
192,28049792,57844131,387175347,4,other
192,28049792,57844131,28049792,5,origin
193,462588445,581313122,581313122,1,destination
193,462588445,581313122,20404874,2,other
193,462588445,581313122,918544568,3,other
193,462588445,581313122,53657788,4,other
193,462588445,581313122,462588445,5,origin
194,578014259,316419034,316419034,1,destination
194,578014259,316419034,918209348,2,other
194,578014259,316419034,918544568,3,other
194,578014259,316419034,53657788,4,other
194,578014259,316419034,578014259,5,origin
195,902154544,57844131,57844131,1,destination
195,902154544,57844131,918209348,2,other
195,902154544,57844131,918544568,3,other
195,902154544,57844131,53657788,4,other
195,902154544,57844131,902154544,5,origin
196,475703713,316419034,316419034,1,destination
196,475703713,316419034,918209348,2,other
196,475703713,316419034,918544568,3,other
196,475703713,316419034,53657788,4,other
196,475703713,316419034,475703713,5,origin
197,558937861,316419034,316419034,1,destination
197,558937861,316419034,918209348,2,other
197,558937861,316419034,832722601,3,other
197,558937861,316419034,387175347,4,other
197,558937861,316419034,558937861,5,origin
198,982948040,316419034,316419034,1,destination
198,982948040,316419034,918209348,2,other
198,982948040,316419034,832722601,3,other
198,982948040,316419034,387175347,4,other
198,982948040,316419034,982948040,5,origin
199,731584786,483561169,483561169,1,destination
199,731584786,483561169,918209348,2,other
199,731584786,483561169,918544568,3,other
199,731584786,483561169,53657788,4,other
199,731584786,483561169,853788440,5,other
199,731584786,483561169,731584786,6,origin
200,987033478,57844131,57844131,1,destination
200,987033478,57844131,987033478,2,origin
201,314465644,483561169,483561169,1,destination
201,314465644,483561169,918209348,2,other
201,314465644,483561169,832722601,3,other
201,314465644,483561169,387175347,4,other
201,314465644,483561169,314465644,5,origin
202,227473958,483561169,483561169,1,destination
202,227473958,483561169,918209348,2,other
202,227473958,483561169,918544568,3,other
202,227473958,483561169,53657788,4,other
202,227473958,483561169,227473958,5,origin
203,839969999,581313122,581313122,1,destination
203,839969999,581313122,20404874,2,other
203,839969999,581313122,918544568,3,other
203,839969999,581313122,53657788,4,other
203,839969999,581313122,839969999,5,origin
204,636363370,316419034,316419034,1,destination
204,636363370,316419034,918209348,2,other
204,636363370,316419034,832722601,3,other
204,636363370,316419034,387175347,4,other
204,636363370,316419034,636363370,5,origin
205,804581655,483561169,483561169,1,destination
205,804581655,483561169,804581655,2,origin
206,28049792,581313122,581313122,1,destination
206,28049792,581313122,20404874,2,other
206,28049792,581313122,918544568,3,other
206,28049792,581313122,53657788,4,other
206,28049792,581313122,188609814,5,other
206,28049792,581313122,832722601,6,other
206,28049792,581313122,387175347,7,other
206,28049792,581313122,28049792,8,origin
207,616867464,316419034,316419034,1,destination
207,616867464,316419034,918209348,2,other
207,616867464,316419034,918544568,3,other
207,616867464,316419034,314585116,4,other
207,616867464,316419034,163230001,5,other
207,616867464,316419034,616867464,6,origin
208,592782420,483561169,483561169,1,destination
208,592782420,483561169,592782420,2,origin
209,592782420,57844131,57844131,1,destination
209,592782420,57844131,592782420,2,origin
210,675618164,993578920,993578920,1,destination
210,675618164,993578920,918209348,2,other
210,675618164,993578920,918544568,3,other
210,675618164,993578920,53657788,4,other
210,675618164,993578920,853788440,5,other
210,675618164,993578920,675618164,6,origin
211,213341250,483561169,483561169,1,destination
211,213341250,483561169,918209348,2,other
211,213341250,483561169,918544568,3,other
211,213341250,483561169,53657788,4,other
211,213341250,483561169,853788440,5,other
211,213341250,483561169,213341250,6,origin
212,185152967,483561169,483561169,1,destination
212,185152967,483561169,918209348,2,other
212,185152967,483561169,832722601,3,other
212,185152967,483561169,387175347,4,other
212,185152967,483561169,185152967,5,origin
213,784842209,57844131,57844131,1,destination
213,784842209,57844131,784842209,2,origin
214,23825139,483561169,483561169,1,destination
214,23825139,483561169,918209348,2,other
214,23825139,483561169,832722601,3,other
214,23825139,483561169,387175347,4,other
214,23825139,483561169,23825139,5,origin
215,604996203,483561169,483561169,1,destination
215,604996203,483561169,604996203,2,origin
216,534433253,57844131,57844131,1,destination
216,534433253,57844131,534433253,2,origin
217,82395406,57844131,57844131,1,destination
217,82395406,57844131,82395406,2,origin
218,571793493,57844131,57844131,1,destination
218,571793493,57844131,571793493,2,origin
219,208759037,483561169,483561169,1,destination
219,208759037,483561169,918209348,2,other
219,208759037,483561169,918544568,3,other
219,208759037,483561169,314585116,4,other
219,208759037,483561169,163230001,5,other
219,208759037,483561169,419974127,6,other
219,208759037,483561169,208759037,7,origin
220,963128393,316419034,316419034,1,destination
220,963128393,316419034,918209348,2,other
220,963128393,316419034,918544568,3,other
220,963128393,316419034,314585116,4,other
220,963128393,316419034,163230001,5,other
220,963128393,316419034,419974127,6,other
220,963128393,316419034,963128393,7,origin
221,747625040,483561169,483561169,1,destination
221,747625040,483561169,918209348,2,other
221,747625040,483561169,918544568,3,other
221,747625040,483561169,314585116,4,other
221,747625040,483561169,163230001,5,other
221,747625040,483561169,747625040,6,origin
222,923117674,57844131,57844131,1,destination
222,923117674,57844131,918209348,2,other
222,923117674,57844131,918544568,3,other
222,923117674,57844131,314585116,4,other
222,923117674,57844131,923117674,5,origin
223,239387345,57844131,57844131,1,destination
223,239387345,57844131,918209348,2,other
223,239387345,57844131,918544568,3,other
223,239387345,57844131,314585116,4,other
223,239387345,57844131,163230001,5,other
223,239387345,57844131,419974127,6,other
223,239387345,57844131,239387345,7,origin
224,289702005,581313122,581313122,1,destination
224,289702005,581313122,20404874,2,other
224,289702005,581313122,918544568,3,other
224,289702005,581313122,314585116,4,other
224,289702005,581313122,163230001,5,other
224,289702005,581313122,289702005,6,origin
225,513075653,993578920,993578920,1,destination
225,513075653,993578920,918209348,2,other
225,513075653,993578920,832722601,3,other
225,513075653,993578920,387175347,4,other
225,513075653,993578920,180858621,5,other
225,513075653,993578920,513075653,6,origin
226,211200112,57844131,57844131,1,destination
226,211200112,57844131,918209348,2,other
226,211200112,57844131,918544568,3,other
226,211200112,57844131,314585116,4,other
226,211200112,57844131,163230001,5,other
226,211200112,57844131,419974127,6,other
226,211200112,57844131,211200112,7,origin
227,826976899,57844131,57844131,1,destination
227,826976899,57844131,918209348,2,other
227,826976899,57844131,918544568,3,other
227,826976899,57844131,314585116,4,other
227,826976899,57844131,163230001,5,other
227,826976899,57844131,826976899,6,origin
228,741870848,993578920,993578920,1,destination
228,741870848,993578920,918209348,2,other
228,741870848,993578920,918544568,3,other
228,741870848,993578920,314585116,4,other
228,741870848,993578920,163230001,5,other
228,741870848,993578920,741870848,6,origin
229,117724745,57844131,57844131,1,destination
229,117724745,57844131,918209348,2,other
229,117724745,57844131,918544568,3,other
229,117724745,57844131,314585116,4,other
229,117724745,57844131,163230001,5,other
229,117724745,57844131,419974127,6,other
229,117724745,57844131,117724745,7,origin
230,239387345,483561169,483561169,1,destination
230,239387345,483561169,918209348,2,other
230,239387345,483561169,918544568,3,other
230,239387345,483561169,314585116,4,other
230,239387345,483561169,163230001,5,other
230,239387345,483561169,419974127,6,other
230,239387345,483561169,239387345,7,origin
231,181867470,316419034,316419034,1,destination
231,181867470,316419034,918209348,2,other
231,181867470,316419034,918544568,3,other
231,181867470,316419034,314585116,4,other
231,181867470,316419034,163230001,5,other
231,181867470,316419034,419974127,6,other
231,181867470,316419034,181867470,7,origin
232,513075653,57844131,57844131,1,destination
232,513075653,57844131,918209348,2,other
232,513075653,57844131,832722601,3,other
232,513075653,57844131,387175347,4,other
232,513075653,57844131,180858621,5,other
232,513075653,57844131,513075653,6,origin
233,931784133,581313122,581313122,1,destination
233,931784133,581313122,20404874,2,other
233,931784133,581313122,918544568,3,other
233,931784133,581313122,314585116,4,other
233,931784133,581313122,163230001,5,other
233,931784133,581313122,419974127,6,other
233,931784133,581313122,931784133,7,origin
234,631877779,993578920,993578920,1,destination
234,631877779,993578920,918209348,2,other
234,631877779,993578920,918544568,3,other
234,631877779,993578920,53657788,4,other
234,631877779,993578920,631877779,5,origin
235,22051458,57844131,57844131,1,destination
235,22051458,57844131,918209348,2,other
235,22051458,57844131,918544568,3,other
235,22051458,57844131,314585116,4,other
235,22051458,57844131,163230001,5,other
235,22051458,57844131,419974127,6,other
235,22051458,57844131,22051458,7,origin
236,679636403,316419034,316419034,1,destination
236,679636403,316419034,918209348,2,other
236,679636403,316419034,832722601,3,other
236,679636403,316419034,387175347,4,other
236,679636403,316419034,679636403,5,origin
237,603627509,993578920,993578920,1,destination
237,603627509,993578920,918209348,2,other
237,603627509,993578920,918544568,3,other
237,603627509,993578920,314585116,4,other
237,603627509,993578920,163230001,5,other
237,603627509,993578920,603627509,6,origin
238,662491052,57844131,57844131,1,destination
238,662491052,57844131,918209348,2,other
238,662491052,57844131,832722601,3,other
238,662491052,57844131,387175347,4,other
238,662491052,57844131,662491052,5,origin
239,137305128,316419034,316419034,1,destination
239,137305128,316419034,918209348,2,other
239,137305128,316419034,918544568,3,other
239,137305128,316419034,53657788,4,other
239,137305128,316419034,137305128,5,origin
240,199726318,483561169,483561169,1,destination
240,199726318,483561169,918209348,2,other
240,199726318,483561169,918544568,3,other
240,199726318,483561169,314585116,4,other
240,199726318,483561169,163230001,5,other
240,199726318,483561169,199726318,6,origin
241,998838758,483561169,483561169,1,destination
241,998838758,483561169,918209348,2,other
241,998838758,483561169,918544568,3,other
241,998838758,483561169,314585116,4,other
241,998838758,483561169,163230001,5,other
241,998838758,483561169,419974127,6,other
241,998838758,483561169,998838758,7,origin
242,740030713,993578920,993578920,1,destination
242,740030713,993578920,918209348,2,other
242,740030713,993578920,832722601,3,other
242,740030713,993578920,387175347,4,other
242,740030713,993578920,740030713,5,origin
243,440088115,316419034,316419034,1,destination
243,440088115,316419034,918209348,2,other
243,440088115,316419034,832722601,3,other
243,440088115,316419034,387175347,4,other
243,440088115,316419034,180858621,5,other
243,440088115,316419034,440088115,6,origin
244,220615689,316419034,316419034,1,destination
244,220615689,316419034,918209348,2,other
244,220615689,316419034,918544568,3,other
244,220615689,316419034,314585116,4,other
244,220615689,316419034,163230001,5,other
244,220615689,316419034,220615689,6,origin
245,274312922,316419034,316419034,1,destination
245,274312922,316419034,918209348,2,other
245,274312922,316419034,832722601,3,other
245,274312922,316419034,387175347,4,other
245,274312922,316419034,274312922,5,origin
246,274312922,483561169,483561169,1,destination
246,274312922,483561169,918209348,2,other
246,274312922,483561169,832722601,3,other
246,274312922,483561169,387175347,4,other
246,274312922,483561169,274312922,5,origin
247,926014003,581313122,581313122,1,destination
247,926014003,581313122,20404874,2,other
247,926014003,581313122,918544568,3,other
247,926014003,581313122,53657788,4,other
247,926014003,581313122,926014003,5,origin
248,748753908,581313122,581313122,1,destination
248,748753908,581313122,20404874,2,other
248,748753908,581313122,918544568,3,other
248,748753908,581313122,53657788,4,other
248,748753908,581313122,748753908,5,origin
249,108616271,316419034,316419034,1,destination
249,108616271,316419034,918209348,2,other
249,108616271,316419034,918544568,3,other
249,108616271,316419034,53657788,4,other
249,108616271,316419034,853788440,5,other
249,108616271,316419034,108616271,6,origin
250,680361602,483561169,483561169,1,destination
250,680361602,483561169,918209348,2,other
250,680361602,483561169,918544568,3,other
250,680361602,483561169,53657788,4,other
250,680361602,483561169,680361602,5,origin
251,784677662,993578920,993578920,1,destination
251,784677662,993578920,918209348,2,other
251,784677662,993578920,918544568,3,other
251,784677662,993578920,314585116,4,other
251,784677662,993578920,163230001,5,other
251,784677662,993578920,419974127,6,other
251,784677662,993578920,784677662,7,origin
252,955679066,483561169,483561169,1,destination
252,955679066,483561169,918209348,2,other
252,955679066,483561169,832722601,3,other
252,955679066,483561169,387175347,4,other
252,955679066,483561169,955679066,5,origin
253,688983600,581313122,581313122,1,destination
253,688983600,581313122,20404874,2,other
253,688983600,581313122,918544568,3,other
253,688983600,581313122,53657788,4,other
253,688983600,581313122,188609814,5,other
253,688983600,581313122,832722601,6,other
253,688983600,581313122,387175347,7,other
253,688983600,581313122,688983600,8,origin
254,200624300,483561169,483561169,1,destination
254,200624300,483561169,918209348,2,other
254,200624300,483561169,832722601,3,other
254,200624300,483561169,387175347,4,other
254,200624300,483561169,200624300,5,origin
255,102977820,483561169,483561169,1,destination
255,102977820,483561169,918209348,2,other
255,102977820,483561169,918544568,3,other
255,102977820,483561169,53657788,4,other
255,102977820,483561169,102977820,5,origin
256,977818249,57844131,57844131,1,destination
256,977818249,57844131,918209348,2,other
256,977818249,57844131,918544568,3,other
256,977818249,57844131,53657788,4,other
256,977818249,57844131,977818249,5,origin
257,891137501,483561169,483561169,1,destination
257,891137501,483561169,918209348,2,other
257,891137501,483561169,832722601,3,other
257,891137501,483561169,387175347,4,other
257,891137501,483561169,891137501,5,origin
258,179806486,316419034,316419034,1,destination
258,179806486,316419034,918209348,2,other
258,179806486,316419034,918544568,3,other
258,179806486,316419034,314585116,4,other
258,179806486,316419034,163230001,5,other
258,179806486,316419034,419974127,6,other
258,179806486,316419034,179806486,7,origin
259,611021628,483561169,483561169,1,destination
259,611021628,483561169,918209348,2,other
259,611021628,483561169,918544568,3,other
259,611021628,483561169,53657788,4,other
259,611021628,483561169,611021628,5,origin
260,275066871,57844131,57844131,1,destination
260,275066871,57844131,918209348,2,other
260,275066871,57844131,832722601,3,other
260,275066871,57844131,387175347,4,other
260,275066871,57844131,275066871,5,origin
261,495305457,581313122,581313122,1,destination
261,495305457,581313122,20404874,2,other
261,495305457,581313122,918544568,3,other
261,495305457,581313122,53657788,4,other
261,495305457,581313122,188609814,5,other
261,495305457,581313122,832722601,6,other
261,495305457,581313122,387175347,7,other
261,495305457,581313122,495305457,8,origin
262,691582882,581313122,581313122,1,destination
262,691582882,581313122,20404874,2,other
262,691582882,581313122,918544568,3,other
262,691582882,581313122,53657788,4,other
262,691582882,581313122,853788440,5,other
262,691582882,581313122,691582882,6,origin
263,298165647,483561169,483561169,1,destination
263,298165647,483561169,918209348,2,other
263,298165647,483561169,832722601,3,other
263,298165647,483561169,387175347,4,other
263,298165647,483561169,298165647,5,origin
264,14377653,57844131,57844131,1,destination
264,14377653,57844131,918209348,2,other
264,14377653,57844131,918544568,3,other
264,14377653,57844131,53657788,4,other
264,14377653,57844131,14377653,5,origin
265,292697312,57844131,57844131,1,destination
265,292697312,57844131,918209348,2,other
265,292697312,57844131,918544568,3,other
265,292697312,57844131,53657788,4,other
265,292697312,57844131,853788440,5,other
265,292697312,57844131,292697312,6,origin
266,48845116,57844131,57844131,1,destination
266,48845116,57844131,48845116,2,origin
267,144727311,57844131,57844131,1,destination
267,144727311,57844131,918209348,2,other
267,144727311,57844131,918544568,3,other
267,144727311,57844131,53657788,4,other
267,144727311,57844131,853788440,5,other
267,144727311,57844131,144727311,6,origin
268,551896330,316419034,316419034,1,destination
268,551896330,316419034,918209348,2,other
268,551896330,316419034,832722601,3,other
268,551896330,316419034,387175347,4,other
268,551896330,316419034,551896330,5,origin
269,227473958,57844131,57844131,1,destination
269,227473958,57844131,918209348,2,other
269,227473958,57844131,918544568,3,other
269,227473958,57844131,53657788,4,other
269,227473958,57844131,227473958,5,origin
270,356857726,483561169,483561169,1,destination
270,356857726,483561169,356857726,2,origin
271,32619691,483561169,483561169,1,destination
271,32619691,483561169,918209348,2,other
271,32619691,483561169,918544568,3,other
271,32619691,483561169,53657788,4,other
271,32619691,483561169,32619691,5,origin
272,571793493,483561169,483561169,1,destination
272,571793493,483561169,571793493,2,origin
273,883666373,993578920,993578920,1,destination
273,883666373,993578920,918209348,2,other
273,883666373,993578920,832722601,3,other
273,883666373,993578920,387175347,4,other
273,883666373,993578920,180858621,5,other
273,883666373,993578920,883666373,6,origin
274,602109632,316419034,316419034,1,destination
274,602109632,316419034,918209348,2,other
274,602109632,316419034,918544568,3,other
274,602109632,316419034,314585116,4,other
274,602109632,316419034,163230001,5,other
274,602109632,316419034,602109632,6,origin
275,738383798,483561169,483561169,1,destination
275,738383798,483561169,862596923,2,other
275,738383798,483561169,738383798,3,origin
276,88158556,57844131,57844131,1,destination
276,88158556,57844131,918209348,2,other
276,88158556,57844131,918544568,3,other
276,88158556,57844131,53657788,4,other
276,88158556,57844131,853788440,5,other
276,88158556,57844131,88158556,6,origin
277,900362772,57844131,57844131,1,destination
277,900362772,57844131,918209348,2,other
277,900362772,57844131,918544568,3,other
277,900362772,57844131,314585116,4,other
277,900362772,57844131,163230001,5,other
277,900362772,57844131,419974127,6,other
277,900362772,57844131,900362772,7,origin
278,875185193,316419034,316419034,1,destination
278,875185193,316419034,918209348,2,other
278,875185193,316419034,918544568,3,other
278,875185193,316419034,314585116,4,other
278,875185193,316419034,163230001,5,other
278,875185193,316419034,419974127,6,other
278,875185193,316419034,875185193,7,origin
279,695608812,57844131,57844131,1,destination
279,695608812,57844131,918209348,2,other
279,695608812,57844131,918544568,3,other
279,695608812,57844131,314585116,4,other
279,695608812,57844131,163230001,5,other
279,695608812,57844131,419974127,6,other
279,695608812,57844131,695608812,7,origin
280,245883420,581313122,581313122,1,destination
280,245883420,581313122,20404874,2,other
280,245883420,581313122,918544568,3,other
280,245883420,581313122,53657788,4,other
280,245883420,581313122,245883420,5,origin
281,454237200,483561169,483561169,1,destination
281,454237200,483561169,918209348,2,other
281,454237200,483561169,832722601,3,other
281,454237200,483561169,387175347,4,other
281,454237200,483561169,180858621,5,other
281,454237200,483561169,454237200,6,origin
282,610023955,581313122,581313122,1,destination
282,610023955,581313122,20404874,2,other
282,610023955,581313122,918544568,3,other
282,610023955,581313122,314585116,4,other
282,610023955,581313122,163230001,5,other
282,610023955,581313122,419974127,6,other
282,610023955,581313122,610023955,7,origin
283,88158556,483561169,483561169,1,destination
283,88158556,483561169,918209348,2,other
283,88158556,483561169,918544568,3,other
283,88158556,483561169,53657788,4,other
283,88158556,483561169,853788440,5,other
283,88158556,483561169,88158556,6,origin
284,104241995,57844131,57844131,1,destination
284,104241995,57844131,918209348,2,other
284,104241995,57844131,918544568,3,other
284,104241995,57844131,314585116,4,other
284,104241995,57844131,104241995,5,origin
285,446680672,993578920,993578920,1,destination
285,446680672,993578920,918209348,2,other
285,446680672,993578920,832722601,3,other
285,446680672,993578920,387175347,4,other
285,446680672,993578920,446680672,5,origin
286,116969854,316419034,316419034,1,destination
286,116969854,316419034,918209348,2,other
286,116969854,316419034,918544568,3,other
286,116969854,316419034,53657788,4,other
286,116969854,316419034,853788440,5,other
286,116969854,316419034,116969854,6,origin
287,24534301,316419034,316419034,1,destination
287,24534301,316419034,918209348,2,other
287,24534301,316419034,832722601,3,other
287,24534301,316419034,387175347,4,other
287,24534301,316419034,24534301,5,origin
288,670500147,316419034,316419034,1,destination
288,670500147,316419034,918209348,2,other
288,670500147,316419034,918544568,3,other
288,670500147,316419034,53657788,4,other
288,670500147,316419034,670500147,5,origin
289,153981703,57844131,57844131,1,destination
289,153981703,57844131,179552971,2,other
289,153981703,57844131,153981703,3,origin
290,692502699,483561169,483561169,1,destination
290,692502699,483561169,918209348,2,other
290,692502699,483561169,832722601,3,other
290,692502699,483561169,387175347,4,other
290,692502699,483561169,180858621,5,other
290,692502699,483561169,692502699,6,origin
291,615472538,581313122,581313122,1,destination
291,615472538,581313122,20404874,2,other
291,615472538,581313122,918544568,3,other
291,615472538,581313122,53657788,4,other
291,615472538,581313122,615472538,5,origin
292,599351938,316419034,316419034,1,destination
292,599351938,316419034,599351938,2,origin
293,17765837,316419034,316419034,1,destination
293,17765837,316419034,918209348,2,other
293,17765837,316419034,832722601,3,other
293,17765837,316419034,387175347,4,other
293,17765837,316419034,17765837,5,origin
294,117724745,483561169,483561169,1,destination
294,117724745,483561169,918209348,2,other
294,117724745,483561169,918544568,3,other
294,117724745,483561169,314585116,4,other
294,117724745,483561169,163230001,5,other
294,117724745,483561169,419974127,6,other
294,117724745,483561169,117724745,7,origin
295,715438714,316419034,316419034,1,destination
295,715438714,316419034,918209348,2,other
295,715438714,316419034,918544568,3,other
295,715438714,316419034,53657788,4,other
295,715438714,316419034,715438714,5,origin
296,571395758,993578920,993578920,1,destination
296,571395758,993578920,918209348,2,other
296,571395758,993578920,918544568,3,other
296,571395758,993578920,53657788,4,other
296,571395758,993578920,571395758,5,origin
297,680948076,316419034,316419034,1,destination
297,680948076,316419034,918209348,2,other
297,680948076,316419034,918544568,3,other
297,680948076,316419034,314585116,4,other
297,680948076,316419034,163230001,5,other
297,680948076,316419034,419974127,6,other
297,680948076,316419034,680948076,7,origin
298,747625040,57844131,57844131,1,destination
298,747625040,57844131,918209348,2,other
298,747625040,57844131,918544568,3,other
298,747625040,57844131,314585116,4,other
298,747625040,57844131,163230001,5,other
298,747625040,57844131,747625040,6,origin
299,520652348,483561169,483561169,1,destination
299,520652348,483561169,918209348,2,other
299,520652348,483561169,918544568,3,other
299,520652348,483561169,53657788,4,other
299,520652348,483561169,520652348,5,origin
300,200624300,57844131,57844131,1,destination
300,200624300,57844131,918209348,2,other
300,200624300,57844131,832722601,3,other
300,200624300,57844131,387175347,4,other
300,200624300,57844131,200624300,5,origin
301,571395758,316419034,316419034,1,destination
301,571395758,316419034,918209348,2,other
301,571395758,316419034,918544568,3,other
301,571395758,316419034,53657788,4,other
301,571395758,316419034,571395758,5,origin
302,497202606,316419034,316419034,1,destination
302,497202606,316419034,918209348,2,other
302,497202606,316419034,918544568,3,other
302,497202606,316419034,314585116,4,other
302,497202606,316419034,163230001,5,other
302,497202606,316419034,497202606,6,origin
303,255866357,57844131,57844131,1,destination
303,255866357,57844131,918209348,2,other
303,255866357,57844131,918544568,3,other
303,255866357,57844131,53657788,4,other
303,255866357,57844131,255866357,5,origin
304,201124244,57844131,57844131,1,destination
304,201124244,57844131,918209348,2,other
304,201124244,57844131,918544568,3,other
304,201124244,57844131,53657788,4,other
304,201124244,57844131,201124244,5,origin
305,648372677,316419034,316419034,1,destination
305,648372677,316419034,918209348,2,other
